,ANONYMOUS_1,YEAR,ANONYMOUS_2,AG,CO,CR,CU,FE,H2O,MN,MO,NI,PQINDEX,TI,V,V40,ZN,Y_LABEL
7765,1681,2009,881,0,0,2,7,40,0.1,1,217,1,7,0,0,112.2,1296,0
378,1448,2020,648,0,0,0,1,93,0.0,2,5,0,225,0,0,167.3,118,0
1799,3464,2019,571,0,0,1,17,19,0.0,1,1,0,20,0,0,88.6,1037,0
7429,1824,2007,200,0,0,2,3,119,0.0,1,1,1,414,0,0,135.0,9,0
3379,1342,2009,542,1,0,0,133,1,0.0,0,0,0,9,0,0,45.2,712,0
5410,2429,2013,200,0,0,0,2,11,0.0,0,0,0,8,0,0,69.3,263,0
10976,2748,2015,200,0,0,7,4,1270,0.0,8,1,4,504,5,0,129.6,21,0
4280,1355,2008,550,0,0,0,165,11,0.0,1,3,0,5,0,0,58.4,1140,0
13275,2482,2011,200,0,0,2,22,16,0.0,0,21,0,17,0,0,69.5,819,0
3008,5288,2013,200,0,0,3,120,224,0.0,3,0,5,70,0,0,124.2,79,0
495,2271,2012,200,0,0,0,66,189,0.0,2,3,2,74,0,0,141.3,110,0
11493,1428,2011,200,0,0,1,3,23,0.0,0,43,0,5,0,0,90.2,1093,0
6770,2711,2012,200,0,0,1,2,182,0.0,1,0,0,259,0,0,134.8,7,0
4975,1486,2011,200,0,0,1,6,51,0.0,0,0,0,8,0,0,90.1,1121,0
10841,1850,2022,664,0,0,0,30,124,0.0,9,0,3,128,0,0,111.9,1366,0
4027,2383,2017,533,0,0,0,0,40,0.0,0,8,0,188,0,0,135.0,18,0
3473,1228,2011,428,0,0,0,3,7,0.0,0,254,0,9,0,0,103.0,1342,0
7474,1781,2007,200,0,0,2,2,14,0.1,1,101,0,12,0,0,133.9,1243,0
1239,2673,2009,200,0,0,11,7,975,0.0,7,10,2,176,0,0,146.2,22,0
7689,2407,2013,200,0,0,4,49,47,0.0,3,3,0,3,0,0,93.1,1043,0
3262,1373,2022,402,0,0,1,8,25,0.0,1,33,0,5,0,0,97.6,813,0
2856,2035,2015,200,0,0,3,10,166,0.0,2,3,1,359,1,0,150.4,36,1
5899,4593,2015,200,0,0,4,0,76,0.0,0,0,0,363,0,0,129.5,3,1
3103,1679,2010,200,0,0,2,3,34,0.0,1,84,1,33,0,0,96.0,1076,0
9460,1685,2009,200,0,0,1,225,309,0.0,3,0,0,123,1,0,45.9,490,0
7648,2593,2010,435,0,0,3,2,20,0.0,0,263,1,3,0,0,120.0,1441,0
8794,1232,2014,432,0,0,0,5,81,0.0,2,0,0,273,0,0,129.7,32,0
6705,3254,2009,200,0,0,8,17,89,0.0,4,16,2,13,0,0,82.6,1317,0
11394,2752,2020,552,0,0,0,17,4,0.0,0,0,0,8,0,0,67.3,101,0
778,1725,2018,900,0,0,4,3,44,0.0,0,0,0,7,0,0,100.9,1006,0
14085,4976,2013,200,0,0,0,14,3,0.0,0,0,0,7,0,0,44.0,651,0
2179,1563,2007,200,0,0,9,88,235,0.0,9,0,1,2468,2,0,136.2,49,0
4733,1532,2012,200,0,0,2,3,152,0.0,3,3,0,112,0,0,134.2,173,0
2312,1351,2013,200,0,0,3,0,83,0.0,0,2,0,112,0,0,132.1,96,0
13037,1355,2009,200,0,0,0,137,37,0.0,1,1,0,2,0,0,45.2,824,0
6208,1689,2011,564,0,0,2,1,93,0.0,2,0,0,179,0,0,147.8,18,0
397,1320,2010,520,0,0,0,15,33,0.0,1,2,0,27,1,2,130.5,12,0
2063,2222,2011,200,0,0,0,17,5,0.0,0,24,0,14,0,0,104.0,1142,0
9010,6698,2011,200,0,0,5,15,167,0.0,5,0,1,170,0,0,133.7,16,1
6766,1528,2007,375,0,0,2,5,188,0.0,2,3,1,1643,0,0,145.7,42,0
10335,3136,2011,200,0,0,0,3,30,0.0,0,0,0,54,0,0,129.6,13,0
9922,1010,2013,582,0,0,2,0,3,0.0,0,0,0,5,0,0,64.0,332,0
11729,1664,2012,864,0,1,1032,4,2341,0.1,23,1,6,6078,21,6,137.5,15,0
9111,1651,2008,200,0,0,4,9,489,0.0,7,8,1,379,0,0,53.1,915,1
1145,1712,2018,1600,0,0,1,1,20,0.0,1,229,0,51,0,1,126.8,1496,0
1253,3096,2014,200,0,0,3,2,38,0.0,0,4,0,19,0,0,86.5,1049,0
13448,2045,2008,550,1,0,1,4,102,0.0,1,4,1,56,0,0,139.9,87,0
5232,1702,2008,375,0,0,2,0,108,0.0,1,0,0,2281,0,0,128.6,24,0
1769,2456,2017,200,0,0,8,278,609,0.0,7,0,11,656,0,0,140.9,160,0
1104,1352,2011,200,0,0,4,16,50,0.0,2,2,0,9,0,0,102.7,1204,0
1411,1647,2007,550,0,0,0,158,24,0.0,0,0,0,13,0,0,43.2,674,0
1721,1131,2018,200,0,0,1,1,110,0.0,1,0,0,56,0,0,143.2,13,0
13524,5317,2015,200,0,0,0,7,24,0.0,0,1,0,77,0,0,163.2,51,0
3411,2106,2008,550,0,0,1,1,9,0.0,0,5,0,14,0,0,110.0,1036,0
4619,1360,2010,385,0,0,23,7,924,0.0,26,1,8,3810,14,0,144.4,16,1
6033,2415,2021,1615,0,0,6,19,553,0.0,3,0,2,769,4,0,132.5,23,0
12604,2008,2008,200,0,0,0,121,10,0.0,0,0,0,10,0,0,42.4,593,0
13051,5514,2013,200,0,0,1,174,66,0.0,1,0,0,26,0,0,38.1,538,0
9020,2036,2011,200,0,0,0,8,4,0.0,0,0,0,4,0,0,46.9,683,0
4962,1374,2009,574,0,0,0,3,39,0.0,0,1,0,29,0,0,145.9,71,0
11420,5923,2015,200,0,0,1,4,60,0.0,0,1,0,149,0,0,131.7,11,0
12931,1373,2015,200,0,0,3,58,239,0.0,3,0,2,125,0,0,153.5,60,0
10620,3075,2018,201,0,0,0,3,19,0.0,0,0,0,5,0,0,92.9,1014,0
479,1991,2008,550,0,0,1,3,44,0.0,1,83,0,23,0,0,114.5,967,0
7145,1988,2008,1188,0,0,0,185,4,0.0,0,0,0,12,0,0,48.1,553,0
9583,1350,2010,550,0,0,0,71,5,0.0,0,0,0,6,0,0,63.6,427,0
11406,1470,2007,670,0,0,8,11,1305,0.0,10,10,1,1177,0,0,69.1,1383,0
6992,1000,2011,200,0,0,1,0,187,0.0,1,0,0,144,0,0,155.6,5,0
6517,5368,2016,200,0,0,2,13,148,0.0,2,0,0,77,0,0,161.3,16,0
10552,1631,2011,200,0,0,6,86,481,0.2,7,0,4,657,0,0,140.3,62,0
3320,2879,2022,560,0,0,0,7,34,0.0,1,0,0,101,0,0,109.7,1246,0
13765,4852,2016,200,0,0,5,1,234,0.0,5,0,0,487,0,0,138.7,21,0
6309,1417,2012,200,0,0,0,151,2,0.0,0,0,0,8,0,0,44.6,681,0
9931,1347,2008,547,0,0,0,3,6,0.0,0,2,0,5,0,0,111.2,1268,0
6222,1322,2012,200,0,0,2,1,219,0.0,2,5,0,286,1,0,129.7,174,0
12145,2398,2016,200,0,0,0,1,11,0.0,0,267,0,31,0,0,84.1,1307,0
4880,1865,2021,406,0,0,1,8,37,0.0,0,0,0,61,0,0,112.3,1311,0
12159,2387,2014,200,0,0,0,5,9,0.0,0,39,0,14,0,0,106.8,1038,0
4206,1720,2009,200,0,0,0,159,24,0.0,0,1,0,9,0,0,44.0,707,0
10420,1170,2010,370,0,0,0,413,11,0.0,0,0,0,9,0,0,40.9,720,0
12918,2054,2014,200,0,0,0,0,40,0.0,2,2,0,37,0,0,142.7,20,0
1856,5868,2017,343,0,0,0,2,139,0.0,2,5,0,94,0,0,128.7,25,0
13373,2071,2010,200,0,0,10,4,823,0.0,11,0,2,1549,7,0,129.4,20,0
1058,1368,2013,200,0,0,1,2,10,0.0,1,206,0,13,0,0,118.4,1260,0
8669,2080,2007,375,1,0,7,121,1703,0.0,52,16,7,570,0,1,70.4,1363,1
14002,3060,2012,200,0,0,11,48,520,0.0,11,1,3,1098,2,0,183.1,50,1
10858,1478,2016,200,0,0,0,6,21,0.0,0,6,0,5,0,0,117.8,1236,0
9679,2923,2019,200,0,0,0,5,36,0.0,0,0,0,55,0,0,118.6,1435,0
7347,2579,2012,200,0,0,0,0,49,0.0,0,2,0,106,0,0,134.4,31,0
11474,2246,2009,200,0,0,1,22,32,0.0,1,0,1,94,0,0,54.8,356,0
1524,2017,2015,375,0,0,0,0,151,0.0,1,0,0,248,0,0,125.3,131,1
45,1446,2008,646,0,0,2,4,504,0.0,3,55,0,39,0,0,141.8,31,0
5162,1164,2008,364,1,0,20,150,1321,0.3,17,2,1,819,1,0,132.6,87,0
1924,1191,2007,391,0,0,1,6,180,0.0,2,3,0,57,0,0,102.4,336,0
11641,1812,2016,1012,0,0,3,71,126,0.0,4,0,2,99,0,0,111.3,54,0
6586,2485,2013,200,0,0,9,1,413,0.0,8,0,0,2643,2,0,186.6,14,0
9384,2376,2013,200,0,0,2,3,34,0.0,0,40,0,12,0,0,122.4,1113,0
2368,1358,2010,558,0,0,1,8,95,0.0,1,4,1,242,0,0,335.2,65,0
5849,1356,2019,200,0,0,0,0,89,0.0,1,0,0,1276,0,0,134.9,12,0
9902,1382,2015,582,0,0,0,0,86,0.0,0,0,0,107,0,0,142.5,29,0
13399,1410,2022,610,0,0,3,115,528,0.0,38,2,11,581,0,0,66.2,1345,0
11392,1786,2012,200,0,0,3,0,219,0.0,2,3,0,149,0,0,123.0,116,0
10915,5396,2014,200,0,0,0,0,86,0.0,0,12,0,314,0,0,122.7,98,0
11592,1721,2008,550,0,0,1,83,526,0.0,6,5,1,854,0,0,139.6,86,0
8675,2565,2014,200,0,0,1,3,10,0.0,0,45,0,11,0,0,100.9,1185,0
13022,2463,2010,200,0,0,0,188,30,0.0,0,0,0,24,0,0,47.3,556,0
12726,2372,2016,200,0,0,1,2,44,0.0,0,0,0,44,0,0,106.4,1078,0
4363,1178,2015,378,0,0,0,0,10,0.0,0,41,0,13,0,0,96.3,1155,0
10578,5911,2018,550,0,0,1,1,132,0.0,2,0,1,42,0,0,159.1,37,0
5846,2443,2011,200,0,0,1,195,228,0.0,2,0,0,27,0,0,44.4,435,0
10152,3102,2020,552,0,0,2,2,25,0.0,0,5,0,8,0,0,108.2,1075,0
13027,3714,2013,200,0,0,1,1,71,0.0,1,0,0,292,0,0,162.4,20,0
746,6273,2014,200,0,0,0,0,25,0.0,0,22,0,8,0,0,80.8,1167,1
2139,4194,2011,200,0,0,1,2,9,0.0,0,1,0,18,0,0,95.8,1231,1
7018,5699,2018,200,0,0,0,1,10,0.0,0,0,0,17,0,0,85.4,1011,0
10382,9795,2014,200,0,0,1,727,124,0.0,1,0,0,28,0,0,43.3,619,0
1464,1525,2008,375,0,0,10,37,429,0.0,8,1,0,2636,0,0,138.4,39,0
7920,1206,2014,406,0,0,0,0,16,0.0,0,247,0,4,0,0,119.5,1376,0
5749,1384,2007,375,0,0,4,50,34,0.0,2,7,1,18,0,0,82.4,1004,0
5171,1544,2014,200,0,0,1,64,238,0.0,16,3,0,192,0,0,60.8,1334,0
11867,1724,2010,554,0,0,0,0,5,0.0,0,0,0,15,0,0,69.4,274,0
1420,1355,2008,550,0,0,0,458,20,0.0,1,127,0,24,0,0,76.9,1283,0
12711,1611,2018,200,0,0,0,0,32,0.0,0,15,0,72,0,0,129.8,292,0
10018,1707,2011,200,0,0,0,32,105,0.0,10,32,0,26,0,0,63.9,1236,0
3308,2444,2020,200,0,0,1,84,19,0.0,0,8,0,32,0,0,52.3,480,0
6981,1860,2008,200,0,0,1,467,6,0.0,2,1,0,14,0,0,37.7,1249,0
11518,6903,2016,200,0,0,3,3,20,0.0,1,231,0,6,0,0,113.4,1373,0
2500,1367,2011,200,0,0,0,2,14,0.0,0,0,0,16,0,0,90.9,953,0
9636,1485,2013,200,0,0,7,117,1211,0.0,36,16,0,4734,0,0,58.5,1247,0
6614,1634,2014,200,0,0,0,0,80,0.0,0,0,0,165,0,0,140.0,14,0
6385,5438,2018,235,0,0,0,79,3,0.0,0,0,0,16,0,0,43.8,534,0
4568,2876,2011,2076,0,0,1,0,60,0.0,0,20,0,112,0,0,123.1,129,0
13443,2085,2014,200,0,0,3,0,72,0.0,1,0,0,69,1,0,135.2,36,0
4807,4274,2011,200,0,0,0,14,57,0.0,3,1,0,51,0,0,56.9,1249,0
13614,2150,2014,200,0,0,2,1,12,0.0,0,273,0,1,0,0,118.3,1638,0
461,1219,2008,419,0,0,2,95,53,0.0,1,6,0,35,0,0,56.7,461,0
10237,1166,2021,366,0,0,2,0,43,0.0,0,0,0,5,0,0,132.2,20,0
1385,5027,2013,200,0,0,1,4,11,0.0,0,2,0,24,0,0,90.6,1064,0
2142,1352,2015,200,0,0,0,2,2,0.0,0,0,1,5,0,0,44.0,412,1
7483,2393,2019,200,0,0,10,173,711,0.0,13,2,0,112,1,0,162.7,137,0
11581,2054,2020,620,0,0,0,0,24,0.0,0,0,0,9,0,0,133.1,23,0
959,2411,2016,200,1,0,0,14,3,0.0,0,0,0,5,0,0,55.1,402,0
9135,1394,2007,594,0,1,7,34,372,0.0,8,1,3,721,1,0,184.4,46,0
220,2068,2008,550,0,0,0,114,2,0.0,0,1,0,21,0,0,48.0,781,0
5794,1360,2007,375,0,0,2,3,14,0.0,0,247,0,15,0,0,123.6,1386,0
2759,1401,2010,601,0,0,4,8,357,0.0,6,10,0,427,0,0,69.1,1350,0
1660,6626,2018,200,0,0,0,2,9,0.0,0,1,0,19,0,0,64.4,303,0
10438,2453,2009,200,0,0,0,142,2,0.0,0,2,0,18,0,0,48.6,600,0
2138,4014,2015,200,0,0,3,15,337,0.0,4,7,0,253,1,0,170.4,71,0
4055,7321,2022,924,0,0,0,40,3,0.0,0,0,0,5,0,0,69.3,212,0
1126,1517,2008,717,0,0,6,4,223,0.0,6,0,1,3946,0,0,157.2,20,0
7821,1146,2011,346,0,0,1,19,14,0.0,0,0,0,16,0,0,56.5,148,0
13727,2241,2011,200,0,0,1,1,20,0.0,1,46,0,10,0,0,100.0,1067,0
1919,1755,2012,200,0,0,2,2,16,0.0,0,1,0,9,0,0,94.9,1128,0
4662,6056,2017,706,0,0,0,0,31,0.0,0,0,0,38,0,0,123.2,5,0
11242,1693,2019,200,0,1,4,3,32,0.0,0,1,1,18,1,1,105.2,1283,0
12599,5207,2016,375,0,0,1,5,130,0.0,2,1,0,582,1,0,52.9,1218,0
11618,3725,2008,550,0,0,0,119,2,0.0,0,0,0,17,0,0,42.8,653,0
5652,2042,2009,200,0,0,2,6,200,0.0,2,0,0,329,0,0,128.0,15,0
9847,1353,2013,200,0,0,2,8,87,0.0,1,0,0,171,0,0,116.3,115,0
1864,2226,2012,200,0,0,0,0,3,0.0,0,0,0,11,0,0,58.7,546,0
1875,1720,2008,200,0,0,1,1,568,0.2,6,0,1,1535,0,0,284.5,23,0
9730,1695,2015,200,0,0,0,5,3,0.0,0,0,0,8,0,0,44.9,708,0
8282,3993,2021,967,0,0,1,4,42,0.0,0,0,0,35,0,0,37.3,16,0
217,2012,2010,200,0,0,0,426,32,0.0,0,130,0,12,0,0,74.6,884,0
12853,7613,2017,6850,0,0,0,3,21,0.0,0,259,0,6,0,0,79.4,1488,0
6896,4541,2015,200,0,0,6,23,516,0.0,5,0,0,1476,0,0,159.8,18,0
6127,2022,2008,1222,0,0,1,4,11,0.0,0,2,1,11,0,0,94.6,1271,0
4052,4322,2021,200,0,0,0,13,0,0.0,0,0,0,8,0,0,65.5,270,0
3427,4560,2013,200,0,0,0,42,64,0.0,1,1,1,18,0,0,127.9,43,0
4943,1338,2011,200,0,0,0,2,21,0.0,0,267,0,9,0,0,99.1,1477,0
12079,1719,2018,200,0,0,4,12,25,0.0,1,2,2,16,0,0,111.5,1009,0
6697,2358,2008,200,0,0,0,6,51,0.0,0,0,1,41,0,0,154.8,25,0
4245,2084,2012,200,0,0,1,2,193,0.0,13,0,0,131,0,0,131.7,164,0
6311,6026,2015,200,0,0,0,5,10,0.0,0,0,0,12,0,0,51.3,424,0
818,1918,2015,200,0,0,1,42,266,0.0,55,3,0,2524,0,0,57.9,1474,0
9090,1689,2008,200,1,0,1,3,138,0.0,1,2,0,125,0,0,147.6,15,0
1944,2073,2013,200,0,0,5,2,248,0.0,5,0,0,300,0,0,184.4,32,0
2476,7402,2017,900,0,0,0,2,123,0.0,1,0,0,32,0,0,137.4,19,0
4320,2606,2019,874,0,0,4,10,486,0.0,5,7,0,798,0,0,161.4,96,0
6247,3097,2017,547,0,0,7,2,555,0.0,8,0,3,283,2,0,146.9,17,0
10083,4516,2018,916,0,0,0,9,4,0.0,0,0,0,9,0,0,44.3,796,0
4571,1401,2013,200,0,0,3,0,70,0.0,0,1,0,337,0,0,134.9,17,0
13453,4129,2016,200,0,0,4,1,7,0.0,0,0,0,6,0,0,68.0,272,0
2334,1342,2014,542,0,0,3,117,352,0.0,11,3,0,226,0,0,135.0,140,0
7078,1311,2021,511,0,0,1,2,8,0.0,0,3,0,5,0,0,105.1,951,0
11911,1266,2008,466,0,0,0,230,2,0.0,0,0,0,8,0,0,46.3,666,0
2876,1368,2009,200,0,0,8,16,157,0.0,7,0,0,969,0,0,141.0,29,0
4262,1266,2007,466,0,0,2,0,115,0.0,2,1,0,1656,0,0,143.8,123,0
6561,4649,2011,200,0,1,9,27,780,0.0,13,14,2,1304,0,0,53.5,1216,0
7864,2406,2009,200,0,0,0,233,13,0.0,0,115,0,10,0,0,77.9,1113,0
4034,7250,2015,200,0,0,0,1,28,0.0,0,0,0,57,0,0,127.1,9,0
8506,4164,2016,200,0,0,1,2,8,0.0,0,2,0,14,1,2,65.8,283,0
4023,1477,2007,200,0,0,2,0,7,0.0,0,24,0,3,0,0,105.7,1244,0
6076,4567,2014,200,0,0,4,1,312,0.0,4,0,2,2490,2,0,126.0,29,0
2681,3531,2014,200,0,0,1,2,9,0.0,0,259,0,1,0,0,110.2,1310,0
6223,3252,2013,200,0,0,0,1,14,0.0,0,41,0,5,0,0,102.2,1155,1
4687,2052,2010,200,0,0,0,251,75,0.0,1,0,0,16,0,0,47.3,541,0
8709,4158,2011,200,0,0,0,4,96,0.0,1,0,0,26,0,0,154.9,12,1
13867,1145,2010,345,0,0,6,45,51,0.0,2,2,0,6,0,0,96.3,1126,0
6854,4910,2011,200,0,0,0,17,93,0.0,3,8,0,67,0,0,57.2,1258,0
8072,1255,2009,900,0,0,5,9,860,0.0,4,0,0,4699,0,0,154.2,26,0
4156,5011,2008,200,0,1,1,155,100,0.0,1,0,0,23,1,0,48.2,734,0
9234,1170,2018,370,0,0,1,3,62,0.0,2,6,1,164,0,0,171.4,71,0
12830,2164,2008,375,0,0,1,6,177,0.0,2,3,0,49,0,0,104.5,333,0
8485,1707,2014,200,0,0,1,1,171,0.0,1,0,0,739,0,0,138.6,62,1
3009,2190,2016,200,0,0,0,0,39,0.0,0,0,0,58,0,0,139.9,30,0
6667,2409,2011,200,0,0,2,4,28,0.0,0,0,0,12,0,0,97.6,1326,0
13134,1774,2008,200,1,0,9,7,110,0.0,2,89,2,126,0,0,135.0,2132,1
11595,4617,2015,200,0,0,0,0,58,0.0,1,0,0,430,0,0,142.7,13,0
351,1680,2013,200,0,0,4,101,295,0.0,4,0,3,823,0,0,114.3,72,0
12217,2133,2018,550,0,0,1,10,24,0.0,1,0,0,5,0,0,88.0,1186,0
1069,3170,2020,341,0,0,0,31,5,0.0,0,0,0,9,0,0,62.9,173,0
13307,2383,2011,200,0,1,2,3,24,0.0,1,222,0,13,0,0,116.1,1327,0
4481,3125,2009,200,0,0,0,151,40,0.0,1,0,0,9,0,0,43.8,613,0
5348,3467,2017,200,0,0,0,0,6,0.0,0,2,0,5,0,0,72.7,1135,0
6372,2452,2021,1652,0,0,0,2,136,0.0,2,0,0,159,0,0,59.4,1158,0
10239,3213,2022,900,0,0,0,54,4,0.0,0,0,0,6,0,0,46.5,455,0
7787,1379,2019,403,0,0,2,20,25,0.0,0,0,1,14,0,1,116.3,1350,0
7603,2106,2010,200,0,0,0,5,106,0.0,0,0,0,31,0,0,146.9,21,0
6298,5218,2012,200,0,0,1,2,12,0.0,0,65,0,9,0,0,97.2,1070,0
11076,2475,2012,200,0,0,2,2,180,0.0,7,33,1,194,0,0,118.7,387,0
8019,7677,2019,200,0,0,2,1,74,0.0,0,2,0,102,0,0,108.8,1050,0
4870,6557,2014,200,0,0,0,0,70,0.0,0,24,0,11,0,0,96.4,1446,0
3576,2035,2015,200,0,0,5,18,245,0.0,3,5,3,1182,2,0,143.2,81,0
13038,3139,2021,200,0,0,0,2,42,0.0,0,1,0,10,0,0,101.4,887,0
7149,2591,2014,200,0,0,0,0,62,0.0,0,0,0,89,0,0,131.7,10,0
4241,8042,2015,200,0,0,2,6,133,0.0,4,5,0,67,0,0,137.0,261,0
12730,3142,2009,200,0,0,4,9,474,0.0,6,7,0,407,0,0,54.5,1193,0
13397,3498,2015,200,0,0,2,0,117,0.0,2,0,0,144,0,0,152.4,18,0
10712,7121,2012,200,0,0,3,35,169,0.0,5,0,1,17347,1,0,184.1,43,1
12228,1788,2014,988,0,0,0,3,17,0.0,0,0,0,45,0,0,130.4,11,0
8234,1319,2013,200,0,0,0,67,53,0.0,0,0,0,89,0,0,137.4,23,0
5601,3192,2014,200,0,0,0,0,10,0.0,0,0,0,15,0,0,139.5,18,0
5321,5926,2019,200,0,0,1,0,10,0.0,0,0,0,9,0,0,100.5,1269,0
10698,3005,2019,200,0,0,2,13,24,0.0,0,2,0,17,0,0,103.6,1096,0
9834,5192,2016,200,0,0,4,6,260,0.0,6,7,0,276,0,0,58.9,1368,0
3678,1506,2011,200,0,0,0,4,19,0.0,0,25,0,5,0,0,123.6,859,0
5431,2495,2011,200,0,0,0,1,12,0.0,0,254,0,17,0,0,83.7,1438,0
4765,3066,2014,2266,0,0,0,3,39,0.0,1,113,0,25,0,0,73.2,1168,0
8496,1704,2012,200,0,0,1,0,60,0.0,0,0,0,115,0,0,125.1,102,0
10129,11600,2021,200,0,0,0,0,111,0.0,3,5,0,51,0,0,173.4,92,1
6692,2219,2016,375,0,0,0,2,105,0.0,0,2,0,52,0,0,123.0,10,0
5836,5207,2018,200,0,0,0,13,106,0.0,4,0,0,118,0,0,115.8,1242,0
9358,2081,2011,200,0,0,0,0,17,0.0,0,0,0,34,0,0,124.4,5,0
590,2089,2008,200,0,0,1,1,12,0.0,1,1,0,18,0,0,108.6,1305,0
7551,4516,2014,200,0,0,2,5,47,0.0,0,40,0,21,0,0,109.3,1027,0
6421,1354,2008,554,0,0,3,58,220,0.0,4,0,1,37,0,0,130.6,68,0
9163,2354,2009,200,0,0,0,122,39,0.0,0,0,0,13,0,0,45.3,587,0
10885,1520,2008,550,0,0,1,6,7,0.0,0,75,0,5,0,0,104.0,1211,0
11475,5322,2009,200,0,0,2,4,26,0.0,1,2,0,17,0,0,103.8,1213,0
11889,1728,2014,403,0,0,0,12,13,0.0,0,0,0,10,0,0,45.8,534,0
9028,2857,2020,833,0,0,0,4,4,0.0,0,0,0,14,0,0,61.3,382,0
12413,4902,2011,200,0,0,1,15,160,0.0,1,3,0,53,0,0,65.8,1106,0
9820,1555,2016,371,0,0,0,0,11,0.0,0,265,0,22,0,0,85.5,1424,0
6622,1375,2014,200,0,0,1,0,63,0.0,0,1,0,676,0,0,142.7,13,0
9745,2112,2020,524,0,0,1,9,17,0.0,0,0,0,28,0,0,185.1,59,0
1204,2438,2011,1638,0,0,5,8,919,0.0,8,5,1,485,0,0,60.0,1094,0
13639,2050,2009,550,1,0,1,1,16,0.0,0,240,0,10,0,0,111.4,1300,0
12389,3088,2015,375,0,0,0,2,7,0.0,0,3,0,21,0,0,114.4,1297,0
5630,1242,2011,442,0,0,11,0,152,0.0,2,2,1,80,0,0,157.6,12,0
1498,1237,2019,437,0,0,5,6,826,0.0,12,12,1,715,0,0,61.4,1066,0
5574,1497,2017,200,0,0,2,2,214,0.0,2,0,1,582,3,0,141.7,38,0
13934,2411,2016,200,1,0,0,19,3,0.0,0,0,0,13,0,0,45.8,614,0
4542,1708,2011,200,0,0,3,10,205,0.0,2,0,0,185,0,0,145.6,14,0
11434,1548,2009,200,0,0,5,4,502,0.0,4,3,1,1418,0,0,58.1,1177,0
4930,1332,2015,200,0,0,2,3,174,0.0,2,3,0,42,0,0,170.3,55,0
9877,2454,2017,200,0,0,0,0,31,0.0,0,0,0,57,0,0,62.7,1159,0
13185,4204,2010,200,0,0,0,140,2,0.0,0,0,0,1,0,0,42.6,655,0
2552,2056,2022,1256,0,0,0,28,1,0.0,0,0,0,5,0,0,44.0,692,0
10743,4642,2011,200,0,0,2,3,125,0.0,3,10,1,4497,0,0,128.8,87,1
8668,2437,2015,410,0,0,0,0,17,0.0,0,0,0,9,0,0,97.9,1407,0
7124,3116,2014,200,0,0,0,2,9,0.0,0,38,0,9,0,0,103.8,1027,0
7605,4817,2012,200,0,0,4,6,45,0.0,0,29,0,6,0,0,99.0,1268,1
12984,1168,2015,368,0,0,1,2,15,0.0,0,3,0,27,0,0,120.4,1146,0
13558,1424,2011,200,0,0,0,173,4,0.0,0,0,0,16,0,0,44.5,687,0
990,1225,2008,425,0,0,1,152,39,0.0,0,0,0,8,0,0,47.1,592,0
3878,1382,2019,200,0,0,1,0,10,0.0,0,108,0,8,0,0,106.5,1082,0
3072,5540,2021,200,0,0,1,6,2,0.0,0,0,2,14,0,0,49.4,516,0
2287,1820,2010,1020,0,0,0,0,99,0.0,1,2,0,181,0,0,148.7,63,0
9535,5953,2018,200,0,0,0,2,22,0.0,0,0,0,9,0,0,90.8,1093,0
8355,2871,2015,200,0,0,1,5,19,0.0,0,249,0,12,0,0,112.0,1372,0
10745,1806,2009,1006,0,0,6,3,837,0.0,8,0,4,2235,3,0,129.9,26,0
4729,2252,2018,375,0,0,0,0,8,0.0,0,0,0,5,0,0,98.8,1188,0
12027,4976,2013,200,0,0,2,1,140,0.0,2,0,1,256,0,0,160.4,59,0
6725,3473,2014,200,0,0,3,0,121,0.0,1,2,0,110,4,0,136.4,37,0
6827,3734,2010,200,0,0,0,129,23,0.0,0,1,0,9,0,0,44.5,645,0
2993,2181,2016,200,0,0,0,20,1,0.0,0,0,0,9,0,0,45.3,655,1
2758,7439,2010,200,0,0,0,0,8,0.0,1,43,0,15,0,0,102.9,1112,0
6744,2088,2013,200,0,0,2,4,93,0.0,1,10,0,48,0,0,141.9,57,0
12696,1989,2008,550,0,0,3,28,49,0.0,2,2,0,17,0,0,86.1,1141,0
7921,2414,2014,200,0,0,4,2,197,0.0,1,0,0,1642,0,0,173.3,17,0
5952,4770,2012,200,0,0,0,8,12,0.0,0,0,0,54,0,0,68.6,304,0
7349,2794,2008,1994,0,0,1,76,239,0.0,4,4,1,111,0,0,142.5,144,0
443,2125,2010,691,0,0,1,2,61,0.0,1,2,0,82,0,0,139.0,31,0
3942,8001,2018,550,0,0,0,0,11,0.0,0,0,0,6,0,0,69.9,1173,0
2356,1363,2016,563,0,0,0,5,8,0.0,0,0,1,10,0,0,44.7,744,0
615,7534,2015,200,0,0,2,36,13,0.0,0,0,0,10,3,0,61.4,412,0
1695,2400,2010,200,0,0,3,1,85,0.0,2,0,0,185,0,0,146.9,11,0
1747,1779,2019,524,0,0,2,5,166,0.0,2,0,0,128,0,0,149.5,12,0
12836,1797,2011,200,0,0,4,150,223,0.0,3,2,0,117,0,0,59.2,475,0
301,1736,2014,200,0,0,0,7,3,0.0,0,0,0,8,0,0,44.6,633,0
4909,4092,2016,200,0,0,1,1,129,0.0,2,0,1,3447,1,0,139.4,41,0
2702,3075,2018,200,0,0,2,2,18,0.0,0,3,0,11,0,0,92.8,1353,0
7511,6787,2014,200,0,0,3,4,274,0.0,4,0,0,833,0,0,131.7,42,0
5943,1373,2021,573,0,0,3,0,110,0.0,1,0,0,342,0,0,131.9,13,0
