,ANONYMOUS_1,YEAR,ANONYMOUS_2,AG,CO,CR,CU,FE,H2O,MN,MO,NI,PQINDEX,TI,V,V40,ZN,Y_LABEL
8356,2091,2011,200,0,0,0,9,21,0.0,0,0,0,20,0,0,66.8,1245,0
245,1316,2011,516,0,0,0,478,22,0.0,2,100,0,13,0,0,72.9,1077,0
9625,1351,2014,200,0,0,0,108,12,0.0,0,13,0,6,0,0,65.6,1133,0
412,2758,2014,200,0,0,0,7,25,0.0,1,16,0,18,0,0,44.3,1032,0
7864,2406,2009,200,0,0,0,233,13,0.0,0,115,0,10,0,0,77.9,1113,0
6630,1399,2017,200,0,0,0,4,21,0.0,0,0,0,21,0,0,55.9,1332,0
4212,3900,2015,200,0,0,0,18,9,0.0,0,1,0,10,0,0,69.5,1086,0
5686,1702,2015,200,0,0,0,0,9,0.0,0,74,0,14,0,0,79.2,1155,0
13286,1690,2012,200,0,0,0,13,12,0.0,0,5,0,13,0,0,65.0,1007,0
9246,4126,2019,587,0,0,0,3,44,0.0,1,154,0,35,0,0,61.0,1093,0
881,2502,2014,200,0,0,1,53,7,0.0,2,48,0,8,0,0,67.0,1024,0
11721,2571,2008,550,0,0,0,257,12,0.0,0,1,0,7,0,0,74.2,1248,0
7630,6334,2017,200,0,0,0,5,15,0.0,0,0,0,26,0,0,57.4,1133,0
670,4910,2011,200,0,0,0,540,29,0.0,0,135,1,20,0,0,75.4,1142,0
5821,3947,2014,200,0,0,0,2,14,0.0,0,284,0,23,0,0,82.8,1452,0
7924,1360,2013,200,0,0,0,163,19,0.0,4,225,0,25,0,0,77.8,1166,0
13071,2915,2013,200,0,0,0,0,11,0.0,0,50,0,15,0,0,74.0,939,0
4646,1932,2019,200,0,0,0,0,4,0.0,0,0,0,15,0,0,111.2,1140,0
13113,1523,2010,321,0,0,0,331,16,0.0,0,7,0,9,1,0,71.8,1103,0
8903,1854,2015,200,0,0,0,0,9,0.0,0,6,0,16,0,0,71.5,1120,0
10699,2775,2016,200,0,0,0,3,14,0.0,0,0,0,10,0,0,67.8,1163,0
13412,6273,2014,200,0,0,0,0,23,0.0,0,2,0,28,0,0,75.7,1440,0
11328,5192,2016,200,0,0,0,2,11,0.0,0,174,0,20,0,0,81.1,1273,0
5958,1344,2008,200,0,0,1,359,18,0.0,1,1,0,13,0,0,56.3,1100,0
13186,1539,2012,200,0,0,1,46,7,0.0,1,10,0,18,0,0,61.1,1056,0
5472,1718,2011,200,0,0,0,124,11,0.0,0,7,0,20,0,0,73.5,1181,0
2982,1000,2019,613,0,0,0,1,15,0.0,0,198,0,27,0,0,83.7,1162,0
631,2400,2021,1600,0,0,0,3,17,0.0,0,17,0,12,0,0,62.5,1096,0
1263,1767,2009,200,0,0,0,18,9,0.0,0,112,0,12,0,0,90.7,843,1
3739,5231,2017,620,0,0,0,0,12,0.0,0,0,0,5,0,0,71.0,1102,0
8656,8285,2016,200,0,0,0,0,15,0.0,0,32,0,11,0,0,72.2,1167,0
12543,1908,2011,200,0,0,0,424,14,0.0,0,58,0,8,0,0,71.7,890,0
8627,2054,2011,200,0,0,0,28,14,0.0,0,0,0,17,0,0,69.1,1101,0
11973,1599,2018,200,0,0,0,4,14,0.0,0,2,0,62,0,0,57.7,1068,0
4228,1730,2013,930,0,0,0,3,10,0.0,3,27,0,17,0,0,76.4,1087,0
6068,1674,2008,550,0,0,0,206,22,0.0,1,0,0,16,0,0,57.6,876,0
8292,11570,2021,200,0,0,0,0,53,0.0,0,0,0,22,0,0,69.1,733,1
2536,1491,2008,200,0,0,0,428,20,0.0,0,2,0,5,0,0,61.6,1076,1
5184,1363,2008,563,0,0,0,98,8,0.0,0,1,0,10,0,0,64.3,1083,0
7475,2419,2022,531,0,0,0,0,10,0.0,0,5,0,8,0,0,68.8,1100,0
2845,2403,2020,529,0,0,0,0,11,0.0,0,2,0,12,0,0,70.0,1128,0
11020,1714,2016,550,0,0,0,0,13,0.0,0,1,0,7,0,0,66.4,1018,0
8214,1439,2014,639,0,0,0,5,15,0.0,5,4,0,14,0,0,64.8,952,0
5360,2390,2014,200,0,0,0,3,38,0.0,1,32,0,39,0,1,66.3,941,0
4280,1355,2008,550,0,0,0,165,11,0.0,1,3,0,5,0,0,58.4,1140,0
2873,1226,2013,200,0,0,0,36,49,0.0,18,0,0,19,0,0,57.4,1334,0
3989,3088,2008,375,0,0,0,321,16,0.0,0,10,0,18,0,0,56.4,1071,0
2012,1389,2012,200,0,0,0,0,10,0.0,0,7,0,5,0,0,73.0,1091,0
13940,5868,2017,518,0,0,0,1,17,0.0,0,271,0,17,0,0,79.6,1414,0
12933,6961,2014,200,0,0,1,3,15,0.0,0,49,0,16,0,0,111.9,1051,1
5780,1737,2014,200,0,0,0,244,13,0.0,0,109,0,13,0,0,72.6,1036,0
8492,1186,2012,386,0,0,0,2,22,0.0,0,134,0,29,0,0,75.2,1245,0
13419,1672,2012,200,0,0,0,36,12,0.0,0,8,0,15,0,0,69.7,1189,0
217,2012,2010,200,0,0,0,426,32,0.0,0,130,0,12,0,0,74.6,884,0
10355,2415,2011,200,0,0,0,365,15,0.0,1,78,0,28,0,0,70.2,1443,0
2165,1000,2010,200,0,0,0,346,29,0.0,0,91,0,12,0,0,72.1,1218,0
11525,4274,2011,622,0,0,0,568,28,0.0,0,84,0,6,0,0,71.7,1161,0
5461,4531,2022,533,0,0,0,1,7,0.0,0,20,0,7,0,0,78.9,946,0
13258,1502,2013,200,0,0,0,5,33,0.0,0,44,0,29,0,0,70.5,1106,0
14063,1737,2014,200,0,0,0,4,29,0.0,0,26,0,23,0,0,65.8,964,0
10523,1695,2011,200,0,0,0,12,60,0.0,10,135,0,20,0,0,82.9,1205,0
14029,1371,2010,372,0,0,0,18,10,0.0,0,42,0,14,0,0,77.9,1188,0
6151,6611,2017,561,0,0,0,4,18,0.0,2,131,0,19,0,0,70.1,1270,0
12940,1214,2012,200,0,1,0,29,12,0.0,0,2,0,4,0,0,68.0,1096,0
12518,1342,2014,347,0,0,0,3,37,0.0,0,19,0,26,0,0,63.5,966,0
11855,1758,2008,550,0,0,0,369,19,0.0,0,15,0,6,0,0,58.8,1141,0
1132,2750,2009,200,1,0,0,273,16,0.0,0,136,0,46,0,0,79.8,1042,0
9101,1888,2016,388,0,0,0,5,14,0.2,1,2,0,25,0,0,69.8,1215,0
11960,7140,2015,375,1,0,0,4,33,0.0,2,146,0,24,0,0,75.4,1268,0
4091,2428,2019,200,0,0,0,6,78,0.0,0,0,0,34,0,0,39.3,114,0
12232,4942,2018,200,0,0,0,0,7,0.0,0,5,0,16,0,0,76.8,626,0
7878,3050,2016,200,0,0,0,2,27,0.0,0,2,0,15,0,0,69.3,1147,1
1019,1161,2011,200,0,0,0,0,21,0.0,1,3,0,3,1,2,79.0,1346,0
47,2056,2022,544,0,0,0,0,14,0.0,0,29,0,10,0,0,70.4,1074,0
3937,1630,2021,830,0,0,0,2,53,0.0,0,0,0,14,0,0,35.8,21,0
8199,1360,2008,375,0,0,0,57,11,0.0,1,147,0,7,0,0,81.5,1203,0
9916,7930,2011,200,0,0,0,255,11,0.0,0,4,1,18,0,0,69.7,1113,0
6670,7367,2014,200,0,0,0,1,23,0.0,0,44,0,18,0,0,79.5,1242,0
8906,3844,2019,510,0,0,0,6,15,0.0,6,4,0,15,0,0,64.2,947,0
4963,16413,2021,375,0,0,0,8,114,0.0,1,0,0,31,0,0,38.0,13,0
6009,5412,2022,471,0,0,0,2,6,0.0,0,30,0,8,0,0,79.7,1010,0
2066,2192,2011,200,0,0,0,4,17,0.0,3,129,0,17,0,0,72.4,1195,0
9445,6397,2020,200,0,0,0,2,15,0.0,0,38,0,13,0,0,62.1,1125,0
12430,2494,2014,200,0,0,0,11,67,0.0,0,0,0,26,0,0,38.4,9,0
3601,2159,2012,200,0,0,0,23,29,0.0,30,0,0,15,0,0,51.8,1641,0
189,5960,2014,200,0,0,0,5,22,0.0,2,2,0,13,0,0,69.7,1200,0
11350,1901,2013,200,0,0,0,61,7,0.0,0,5,0,1,0,0,66.1,1203,0
13395,1714,2013,200,0,0,0,63,9,0.0,0,4,0,13,0,0,74.9,1098,0
5072,3109,2017,200,0,0,0,4,31,0.0,0,47,0,15,0,0,69.7,1153,0
6064,1371,2012,417,0,0,0,10,5,0.0,0,0,0,10,0,0,74.2,829,0
13878,7589,2016,200,0,0,0,280,13,0.0,1,162,0,3,0,0,80.0,1135,0
13333,1666,2009,550,0,0,0,303,11,0.0,1,60,0,4,0,0,68.5,1225,0
9296,2794,2012,200,0,0,0,72,9,0.0,1,2,1,14,0,0,56.5,1084,1
6118,3169,2015,200,0,0,0,5,23,0.0,0,140,0,23,0,0,70.3,1340,0
3399,9833,2014,200,0,0,0,738,23,0.0,0,163,0,22,0,0,73.6,1231,0
3896,2065,2009,200,0,0,0,360,15,0.0,0,163,0,14,0,0,77.6,1117,0
3034,2971,2010,200,0,0,0,615,24,0.0,0,142,0,14,0,0,76.3,1145,0
9880,2024,2008,200,0,0,0,37,10,0.0,0,84,0,13,0,0,82.6,1188,0
13451,2420,2022,564,0,0,0,0,13,0.0,0,32,0,8,0,0,74.0,920,0
4889,7461,2019,200,0,0,0,18,31,0.0,0,0,0,204,0,0,36.9,93,0
11031,12093,2020,200,0,0,0,2,8,0.0,0,5,0,11,0,0,71.0,1008,0
5173,1308,2015,200,0,0,3,0,54,0.0,0,2,0,5,0,0,72.8,1115,0
11117,5902,2018,550,0,0,2,0,14,0.0,0,51,0,15,0,0,75.5,1163,0
4691,7095,2018,879,0,0,0,3,16,0.4,0,0,0,7,0,0,68.0,1255,0
8990,1364,2009,200,0,0,0,388,27,0.0,0,94,0,17,0,0,75.3,1048,0
629,3090,2021,1129,0,0,0,9,93,0.0,0,0,0,42,0,0,38.3,11,0
6698,5125,2014,200,0,0,0,436,14,0.0,1,8,0,43,0,0,60.4,1153,0
5305,2390,2015,200,0,0,0,0,8,0.0,0,0,0,6,0,0,77.7,1021,0
203,4490,2013,200,0,0,0,472,28,0.0,0,134,0,14,0,0,70.0,1033,0
5463,1767,2009,200,0,0,0,336,12,0.0,0,85,0,9,0,0,87.7,1175,0
9658,2096,2008,375,0,0,0,684,14,0.0,1,227,0,18,0,0,90.4,1214,0
4860,2927,2022,587,0,0,0,0,10,0.0,0,3,0,8,0,0,71.0,1078,0
2158,1741,2013,200,0,0,0,12,65,0.0,2,8,0,71,1,3,41.3,951,0
11471,2395,2009,200,0,0,0,18,15,0.0,0,2,0,18,0,0,69.5,1085,0
5223,2190,2015,200,0,0,0,0,14,0.0,0,53,0,12,0,0,74.4,1029,0
12493,3436,2021,200,0,0,0,7,79,0.0,0,1,0,27,0,0,37.9,28,0
3420,1311,2013,200,0,0,0,9,62,0.0,3,10,0,62,1,3,41.2,938,0
4615,2977,2019,571,0,0,1,558,42,0.0,7,0,0,35,0,0,56.2,959,0
56,2432,2013,200,0,0,0,254,19,0.0,3,2,0,10,0,0,66.4,1020,0
9799,1342,2016,200,0,0,0,2,23,0.0,0,2,0,7,0,0,69.5,1052,0
10336,2077,2008,550,0,1,0,51,13,0.0,1,36,0,7,0,0,73.2,1165,0
2799,1478,2015,200,0,0,0,1,10,0.0,0,231,0,17,0,0,84.2,1430,0
8107,2621,2014,200,0,0,0,6,21,0.0,5,7,0,30,0,0,64.9,902,0
3728,1383,2022,583,0,0,0,2,11,0.0,0,37,0,10,0,0,65.3,1132,0
12388,9695,2020,200,0,0,0,5,15,0.0,0,0,0,16,0,0,56.4,1127,1
12760,3055,2019,200,0,0,0,2,2,0.0,0,0,0,5,0,0,44.8,90,0
6756,1370,2013,200,0,0,0,114,22,0.0,8,4,0,31,0,0,61.6,1025,0
5498,1345,2012,200,0,0,0,0,7,0.0,0,4,0,5,0,0,74.8,1251,0
7460,3192,2014,200,0,0,0,30,52,0.0,6,6,0,37,1,0,73.4,974,0
10890,1891,2015,200,0,0,0,0,15,0.0,0,82,0,23,0,0,74.5,1122,0
9320,1374,2009,574,1,0,0,281,22,0.0,1,12,0,10,0,0,52.8,1073,0
6143,4143,2016,200,0,0,0,1,8,0.0,0,128,0,19,0,0,83.7,1236,0
11329,3128,2019,200,0,0,0,0,11,0.0,0,14,0,14,0,0,72.9,1093,0
12983,4822,2012,200,0,0,0,14,21,0.0,0,0,0,26,0,0,68.1,1016,0
2477,3106,2016,200,0,0,0,0,11,0.0,0,0,0,5,0,0,70.7,1151,0
9765,1415,2008,615,0,0,0,306,15,0.0,1,0,1,17,0,0,57.9,1150,0
11251,3095,2013,200,0,0,0,90,14,0.0,0,11,0,17,0,0,72.4,1164,0
11965,1697,2020,514,0,0,0,2,15,0.0,0,20,0,16,0,0,65.3,1214,0
5496,1361,2020,561,0,0,0,1,10,0.0,0,42,0,6,0,0,68.9,1022,0
7290,2143,2021,1343,0,0,0,0,8,0.0,0,1,0,8,0,0,74.3,776,0
5777,3099,2018,200,0,0,0,2,18,0.0,0,34,0,14,0,0,67.4,1230,0
9645,1639,2010,839,0,0,0,484,22,0.0,0,104,0,14,0,0,78.4,1240,0
6930,2169,2017,669,0,0,0,9,9,0.2,0,4,0,5,0,0,65.6,992,0
8160,3760,2021,1095,0,0,0,2,11,0.0,0,3,0,24,0,0,73.1,1055,0
6318,6182,2013,200,0,0,0,597,19,0.0,1,158,0,37,0,0,70.7,1343,0
10669,3320,2018,200,0,0,0,48,36,0.1,1,1,0,28,0,0,108.9,977,0
11899,3607,2016,200,0,0,0,2,21,0.0,0,130,0,18,0,0,67.8,1305,0
719,1353,2011,553,0,0,0,1,43,0.0,0,32,0,39,0,0,73.6,1141,0
6615,2498,2013,200,0,0,0,0,13,0.0,0,169,0,18,0,0,81.7,1490,0
2251,1705,2009,200,0,0,0,232,10,0.0,0,1,0,9,0,0,67.6,1150,0
8655,1415,2018,200,0,0,0,0,13,0.0,0,37,0,10,0,0,76.5,1153,0
4902,1343,2012,200,0,0,0,0,8,0.0,0,45,0,12,0,0,68.9,1149,0
5680,4701,2015,200,0,0,0,2,25,0.0,0,34,0,16,0,0,74.1,1009,0
10824,1891,2015,200,0,0,0,3,14,0.0,0,0,0,14,0,0,58.1,1135,0
19,1539,2011,200,0,0,0,367,24,0.0,0,4,0,8,0,0,71.6,1186,0
101,12735,2021,200,0,0,0,0,9,0.0,0,0,0,18,0,0,78.8,1007,0
954,2046,2013,200,0,0,0,139,16,0.0,2,4,0,10,0,0,72.8,1011,0
11241,4593,2015,200,0,0,0,0,9,0.0,0,14,0,14,0,0,71.6,1145,0
12880,3797,2015,200,0,0,0,3,19,0.0,0,0,0,12,0,0,56.9,957,0
7850,4892,2016,200,0,0,0,4,12,0.0,0,1,0,15,0,0,73.6,1135,0
10266,1361,2018,200,0,0,0,454,35,0.0,0,19,0,29,0,0,62.6,1251,0
13062,1337,2008,537,0,0,0,479,22,0.0,1,4,0,15,0,0,55.7,898,0
5618,1690,2008,890,0,0,0,585,18,0.0,1,208,0,4,0,0,83.9,1363,0
6531,1685,2013,200,0,0,0,7,19,0.0,6,2,0,14,0,0,64.2,1041,0
9691,2195,2019,200,0,0,0,10,117,0.0,0,0,0,49,0,0,37.4,40,0
13902,1386,2022,586,0,0,0,2,10,0.0,0,34,0,8,0,0,58.9,1136,0
7510,2904,2008,375,0,0,0,352,14,0.0,0,6,0,19,0,0,66.0,1158,1
192,5612,2014,200,0,0,0,2,18,0.0,0,164,0,13,0,0,82.3,1433,0
11111,6543,2014,200,0,0,0,5,25,0.0,3,139,0,13,0,0,73.1,1341,0
13472,2423,2018,571,0,0,0,83,52,0.0,22,0,0,42,0,0,50.4,1153,0
3377,5911,2018,1600,0,0,0,238,21,0.0,2,0,0,20,0,0,72.0,1067,0
1673,6812,2014,200,0,0,0,0,21,0.0,0,12,0,22,0,0,78.9,1269,0
13118,2487,2010,200,0,0,0,495,23,0.0,0,9,0,12,0,0,68.2,1210,0
8823,1648,2021,200,0,0,0,0,6,0.0,0,2,0,14,0,0,70.5,1103,0
853,6624,2008,200,1,0,0,51,7,0.0,0,0,0,6,0,0,143.8,973,0
3053,3070,2015,200,0,0,0,4,33,0.0,1,37,0,502,0,0,69.3,1031,0
13918,1701,2021,901,0,0,0,2,40,0.0,0,0,0,5,0,0,32.9,13,0
4149,1562,2008,550,0,0,0,411,16,0.0,1,5,0,14,0,0,60.9,1132,0
12856,3876,2019,1021,0,0,0,5,34,0.0,0,87,0,27,0,0,69.6,1137,0
7584,10884,2018,550,0,0,0,1,18,0.0,0,185,0,18,0,0,75.1,1482,0
11707,3796,2016,200,0,0,0,1,20,0.0,0,248,0,24,0,0,84.2,1340,0
13866,1380,2019,200,0,0,0,9,84,0.0,1,0,0,39,0,0,35.5,18,0
13541,1357,2013,200,0,0,0,5,36,0.0,1,0,0,31,0,0,57.2,1038,0
11746,1541,2013,200,0,0,0,1,21,0.0,0,243,0,17,0,0,79.8,1369,0
4722,1719,2018,200,0,0,0,251,24,0.0,2,0,0,15,0,0,72.1,960,0
2645,7302,2018,965,0,0,1,2,15,0.0,0,2,0,18,0,0,69.8,1144,0
5755,1555,2008,755,0,1,0,251,12,0.0,0,49,0,19,0,0,75.8,1204,0
6429,1361,2017,200,0,0,3,1,12,0.0,0,0,0,21,0,0,69.2,804,0
7836,1355,2008,550,0,0,0,199,11,0.0,0,3,0,8,0,0,63.1,1251,0
2975,1743,2007,550,0,0,1,577,39,0.0,1,0,0,28,0,0,64.0,1235,0
3332,1373,2022,573,0,0,2,3,13,0.0,0,32,0,9,0,0,58.8,1111,0
9145,7050,2017,200,0,0,0,0,13,0.0,0,280,0,11,0,0,85.4,1417,0
459,2088,2022,492,0,0,0,1,10,0.0,0,10,0,8,0,0,67.9,1077,0
2896,2403,2016,200,0,0,0,2,15,0.0,0,8,0,19,0,0,69.7,1168,0
4774,2054,2014,200,0,0,0,5,38,0.0,0,27,0,35,0,0,62.8,951,0
2023,1221,2011,200,0,0,0,360,15,0.0,0,7,0,14,0,0,67.1,1160,0
5995,2701,2010,200,0,0,0,436,20,0.0,0,152,0,18,0,0,80.3,1075,0
9635,2236,2019,200,0,0,1,4,34,0.0,0,13,0,38,0,0,87.3,995,0
9443,5212,2020,1031,0,0,0,3,15,0.0,0,0,0,7,0,0,64.6,1097,0
6054,5035,2013,200,0,0,0,7,8,0.0,0,1,0,14,0,0,72.3,1002,1
9085,1599,2018,200,0,0,0,0,15,0.0,0,11,0,5,0,0,71.0,1096,0
13470,3741,2010,200,0,0,1,245,45,0.0,1,2,0,10,0,0,66.1,991,0
3997,2057,2013,200,0,0,0,4,14,0.0,3,5,0,3,0,0,71.9,1004,0
7986,1361,2008,550,0,0,1,335,17,0.0,1,5,0,5,0,0,55.3,1162,0
3892,2001,2007,200,0,0,0,506,17,0.0,1,122,1,9,0,0,65.4,1130,0
11248,1812,2016,352,0,0,0,6,21,0.0,0,43,0,309,0,0,93.4,1037,0
13970,3947,2019,200,0,0,2,4,41,0.0,0,0,0,25,0,0,37.2,14,0
9447,3086,2012,200,0,0,0,8,10,0.0,0,103,0,15,0,0,76.4,1176,0
4706,6453,2015,200,0,0,0,48,8,0.0,0,116,0,11,0,0,78.0,1297,0
7090,1372,2007,572,0,0,1,50,17,0.0,0,14,0,21,0,0,58.9,1087,0
5729,2068,2018,200,0,0,0,244,38,0.0,0,2,0,32,0,0,68.1,968,0
11028,2096,2012,200,0,0,0,17,17,0.0,0,224,0,16,0,0,83.2,1381,0
10101,1360,2013,200,0,0,0,94,16,0.0,6,64,0,32,0,0,58.7,966,0
5994,1396,2012,596,0,0,0,3,6,0.0,0,42,0,10,0,0,71.6,1143,0
7365,1496,2009,696,0,0,0,517,20,0.0,1,108,0,14,0,0,69.0,1129,1
11903,3292,2020,608,0,0,0,7,36,0.0,0,0,0,23,0,0,52.0,996,1
11448,7084,2014,200,0,0,0,0,22,0.0,0,25,0,22,0,0,79.7,1082,0
13879,5550,2015,200,0,0,0,24,56,0.0,5,16,0,134,2,0,73.2,806,0
11540,1353,2011,553,0,0,0,0,29,0.0,0,2,0,29,0,0,77.3,1310,0
10460,3947,2019,200,0,0,0,7,40,0.0,0,0,0,13,0,0,36.0,21,0
7231,3055,2016,200,0,0,0,0,7,0.0,0,2,0,9,0,0,73.8,1074,0
8065,3475,2016,200,0,0,0,0,8,0.0,0,1,0,118,0,0,71.9,1123,0
10727,6597,2021,477,0,0,0,0,8,0.0,0,6,0,12,0,0,69.3,1141,0
7875,2030,2016,200,0,0,0,0,11,0.0,0,64,0,6,0,0,79.0,1161,0
6395,2740,2019,200,0,0,0,14,30,0.0,3,81,0,17,0,0,35.3,971,0
866,5745,2008,200,0,0,0,63,11,0.0,0,210,1,23,0,0,86.8,1281,1
13663,1388,2012,200,0,0,0,3,69,0.0,0,2,0,28,0,0,39.6,19,0
8930,6221,2015,200,0,0,0,278,28,0.0,4,3,0,21,0,0,81.1,1145,0
10173,12186,2013,200,0,0,1,402,27,0.0,1,2,0,24,0,0,58.4,1140,0
12527,1888,2012,200,0,0,0,63,24,0.0,2,9,0,24,0,0,58.0,1025,0
1552,2136,2009,200,0,0,0,395,21,0.0,1,140,0,20,0,0,71.8,1343,0
6093,4243,2008,550,0,0,0,393,16,0.0,0,108,0,19,0,0,67.4,1177,0
1874,2803,2014,200,0,0,0,10,20,0.0,4,0,0,26,0,0,65.1,1045,0
7740,2068,2016,1268,0,0,0,0,15,0.0,0,266,0,21,0,0,83.4,1366,0
1301,2063,2013,200,0,0,0,2,14,0.0,0,37,0,18,0,0,61.9,1024,0
10462,2071,2016,200,0,0,0,1,16,0.0,0,0,0,8,0,0,66.6,1090,0
9339,1385,2016,200,0,0,0,4,29,0.0,0,44,0,28,0,0,72.1,1041,0
7276,6460,2018,200,0,0,0,184,10,0.0,1,9,0,11,0,0,68.5,1290,0
6460,1372,2007,572,0,0,0,82,15,0.0,1,8,0,10,0,0,65.0,1173,0
3662,1601,2020,801,0,0,0,8,10,0.0,2,15,0,16,0,0,67.6,1168,0
6096,1762,2011,200,0,0,0,3,25,0.0,0,38,0,13,0,0,66.8,1149,0
11325,2402,2008,1602,0,0,0,363,10,0.0,0,56,1,18,0,0,73.3,940,0
2529,2033,2019,407,0,0,0,6,21,0.0,4,128,0,16,0,0,81.3,1330,0
2796,1310,2018,200,0,0,0,14,24,0.0,0,0,0,9,0,0,70.0,1004,0
6804,2122,2008,200,0,0,0,322,30,0.0,0,4,0,15,0,0,67.7,1195,0
3942,8001,2018,550,0,0,0,0,11,0.0,0,0,0,6,0,0,69.9,1173,0
5164,2050,2017,200,0,0,0,8,11,0.0,1,0,0,22,0,0,62.3,1038,0
8739,1719,2018,200,0,0,0,1,10,0.0,0,0,0,20,0,0,70.3,1100,0
4873,2533,2019,1733,0,0,0,0,12,0.0,0,44,0,6,0,0,68.9,1069,0
1748,8407,2016,200,0,0,0,48,11,0.0,3,5,0,6,0,0,65.8,1011,0
699,2377,2017,200,0,0,0,5,33,0.0,1,17,0,32,0,0,55.1,1217,0
13034,2694,2019,200,0,0,0,3,32,0.0,0,0,0,129,0,0,63.6,1148,0
5826,1891,2015,200,0,0,0,0,8,0.0,0,4,0,5,0,0,70.8,1169,0
7116,2047,2012,200,0,0,0,354,24,0.0,4,3,0,7,0,0,64.2,1268,0
4385,1364,2007,375,0,0,1,311,5,0.0,0,250,0,9,0,0,85.6,1412,0
6191,6230,2017,200,0,0,0,2,25,0.0,0,192,0,18,0,0,74.7,1354,0
928,5799,2020,200,0,0,0,19,62,0.0,1,85,0,142,0,0,76.1,1175,0
11700,2428,2019,1628,0,0,0,3,34,0.0,0,0,0,16,0,0,36.6,10,0
4544,5951,2015,200,0,0,0,51,12,0.0,0,33,0,10,0,0,76.4,1186,0
1509,2406,2017,200,0,0,0,0,13,0.0,0,42,0,7,0,0,67.0,1051,0
891,2442,2009,200,0,0,0,112,15,0.0,0,3,0,19,0,0,73.5,1264,0
9209,1380,2009,200,0,0,0,40,13,0.0,0,191,0,4,0,0,77.9,1155,0
12549,5317,2015,200,0,0,0,313,6,0.0,0,202,0,7,0,0,91.1,1023,0
5844,1344,2008,544,0,0,0,299,11,0.0,1,7,0,6,0,0,73.3,1352,0
5873,2929,2019,200,0,0,0,74,11,0.0,0,3,0,27,0,0,68.8,592,0
9067,1686,2008,200,0,0,0,656,23,0.0,1,214,1,29,0,1,79.8,1288,0
9352,7559,2017,1159,0,0,0,1,7,0.0,0,0,0,14,0,0,71.8,1132,0
10983,2775,2009,200,0,0,0,349,17,0.0,1,84,0,17,0,0,79.6,1094,1
11396,2410,2011,200,0,0,1,35,58,0.0,19,1,0,29,0,0,54.4,1385,0
11963,5960,2017,610,0,0,0,0,8,0.0,0,2,0,9,0,0,72.2,972,0
9711,4454,2016,200,0,0,0,0,8,0.0,0,65,0,10,0,0,78.9,1199,0
5487,3139,2021,200,0,0,0,0,9,0.0,0,0,0,9,0,0,70.6,832,0
9678,1599,2018,200,0,0,0,1,9,0.0,0,4,0,5,0,0,71.4,1141,0
4340,4589,2011,200,0,0,0,378,21,0.0,0,2,0,12,0,0,67.6,1170,0
12891,1696,2009,200,0,0,0,367,16,0.0,0,96,0,9,0,0,69.8,1144,0
10225,3461,2017,200,0,0,0,4,17,0.0,0,1,0,9,0,0,60.7,1034,0
3359,5346,2009,200,0,0,0,302,15,0.0,1,4,0,12,0,0,56.1,991,0
13818,1737,2014,200,0,0,0,5,37,0.0,0,27,0,20,0,0,62.7,943,0
1131,1686,2019,886,0,0,0,5,43,0.0,0,0,0,15,0,0,35.7,13,0
8282,3993,2021,967,0,0,1,4,42,0.0,0,0,0,35,0,0,37.3,16,0
12346,8338,2015,200,0,0,0,6,21,0.0,6,3,0,14,0,0,64.3,1065,0
10683,1725,2015,200,0,0,0,0,14,0.0,0,128,0,23,0,0,81.4,1198,0
9161,3074,2016,200,0,0,0,0,7,0.0,0,275,0,27,0,0,86.1,1366,0
11209,1000,2017,200,0,0,0,0,20,0.0,0,210,0,21,0,0,79.2,1410,0
12521,1344,2008,544,0,0,0,407,14,0.0,1,9,0,11,0,0,70.6,1494,0
10317,3993,2021,967,0,0,0,2,7,0.0,0,37,0,20,0,0,64.2,1063,0
4581,1468,2017,550,0,0,2,9,101,0.0,2,0,0,126,0,0,111.6,1351,0
2622,7321,2022,531,0,0,0,1,11,0.0,0,2,0,7,0,0,71.9,1104,0
11103,1711,2022,523,0,0,0,8,14,0.0,0,0,0,9,0,0,31.1,27,0
7890,1324,2010,524,0,0,0,294,27,0.0,0,4,0,12,0,0,70.5,1231,0
6122,1732,2022,932,0,0,0,10,37,0.0,0,0,0,13,0,0,36.7,22,0
5192,3286,2012,200,0,0,0,283,15,0.0,0,4,0,25,0,0,66.3,1131,0
3340,1361,2008,235,0,0,0,207,16,0.0,1,32,0,34,0,0,66.4,1113,0
6150,1689,2013,200,0,0,0,2,9,0.0,0,99,0,18,0,0,83.1,960,0
13001,1424,2021,449,0,0,0,0,32,0.0,0,2,0,16,0,0,74.1,1000,0
13014,2050,2013,1250,0,0,0,2,29,0.0,0,207,0,26,0,0,86.3,1168,0
54,3851,2011,200,0,0,0,108,15,0.0,0,136,0,24,0,0,81.5,1007,0
11006,4128,2016,200,0,0,0,0,23,0.0,0,258,0,22,0,0,82.5,1471,0
755,1704,2012,904,0,0,0,101,15,0.0,3,140,0,16,0,0,78.6,1368,0
8124,4525,2018,1600,0,0,0,3,10,0.0,0,2,0,6,0,0,64.0,1099,0
12796,1414,2011,200,0,0,0,0,16,0.0,0,40,0,5,0,0,66.9,1037,0
8032,3450,2013,200,0,0,0,6,22,0.0,0,0,0,4,0,0,81.3,1220,0
11966,1358,2008,550,0,0,1,76,10,0.0,1,1,1,9,0,0,56.2,1229,0
2626,3580,2021,200,0,0,0,2,11,0.0,0,5,0,11,0,0,77.3,1063,1
