sentence_id,sentence,answer
5eba77361ff96fe8187f74af9a387355,This seems to say that most dentists prefer Smiley Toothpaste to other brands.,이것은 대부분의 치과의사들이 다른 브랜드들보다 Smiley Toothpaste를 선호한다고 말하는 것처럼 보인다.
af8ba879ae8d3118e3200c1f88c4e3c4,"But the only evidence provided is that ""76% of 50 women agreed.""","하지만 제공된 유일한 증거는 ""50명의 여성들 중 76%가 동의했다""는 것이다."
83b4ee3b531113585feb1482b0ae2b1f,"Unfortunately, such advertisements are quite typical, and as consumers we just have to use our own judgment and avoid taking advertising claims too seriously.","불행히도, 그러한 광고들은 꽤 전형적이다, 그리고 소비자로서, 우리는 우리 자신의 판단을 사용해야 하고 광고 주장을 너무 심각하게 받아들이는 것을 피해야 한다."
b002325b38ee111e62c9776b0765deb7,"Americans and Canadians, for instance, expect refusals to be accompanied by a reasonable excuse.","미국인들과 캐나다인들은 , 예를 들어, 합리적인 변명에 의해 거절이 동반되는 것을 기대한다."
14420ad8d48417f35310d0b65a1dd24a,"Although photocopiers are made for easy use by anyone, their complicated features and interfaces can make them frustrating.","비록 복사기가 누군가에 의해 쉬운 사용을 위해 만들어질지라도, 그것들의 복잡한 기능과 인터페이스는 그들이 좌절하도록 만들 수 있다."
b4ce6afbff8358c3e15efe4083696c7a,A vast proportion of the Indian population is made up of the rural poor who subsist on a diet that meets only about 80 percent of their nutritional requirements.,대부분의 사람들은 필수 영양소의 약 80%만을 채워주는 식사로 근근이 살아가는 농촌의 가난한 사람들로 구성되어 있다.
b2a1b78c40bdb536545874b3b5c8a86a,"It is a faster, more efficient technique, and much of the increased efficiency is due to the use of searching images.","그것은 더 빠르고, 더 효율적인 기술이다, 그리고 증가된 효율성의 많은 부분이 이미지를 탐색하는 것의 사용 때문이다."
f81e51811a5677cce2e8db2c75d22b3f,"I don't know how it is for women or for other guys, but when I was young, I had a fear of marriage.",나는 어떻게 그것이 여성을 위한 것인지를 혹은 다른 남자들을 위한 것인지를 알지 못하지만 내가 어렸을 때 나는 결혼에 대한 두려움을 가졌다.
57c919278fde3078cd7238017c2b8cb3,"Bus drivers, construction workers, telephone technicians and pilots now count women among their numbers as do the management staffs of many corporations.","다수 기업의 관리직에서 그런 것처럼, 버스 운전사, 건설 노동자, 전화 수리공, 비행기 조종사들은 이제는 (해당 인원으로서) 그들의 수치에 여성들을 포함시킨다."
4bcdb14c1c121dbe8c7ff8b4c941d789,It is clear nonsense to say that next year the universe will be '13.7 billion and one' years old.,내년에 우주가 '137억 한 살'이 될 것이라고 말하는 것은 분명히 터무니없다
125deebe7b79d434eb7a27309235fb67,Our brains imagine impressive outcomes more readily than ordinary ones.,우리의 뇌는 평범한 것보다 인상적인 결과를 더 쉽게 상상한다.
1b171dc39d1afd7bc3d01c8ec7124e35,Some is domain-specific knowledge that relates to a particular task or subject.,어떤 것은 특정한 과업이나 주제와 관련된 영역 특수 지식이다.
8fe6fce551b4be6637c3275ca959be41,She seemed about a mile away.,그녀는 1마일 정도 멀리 떨어져 있는 것 같았다.
fa208a2f002be5b62ba60a9bb17b5b9e,His response made it very clear that he trusted his gut feeling and was satisfied with himself and with his decision.,"그의 반응은 그가 자신의 직감을 믿으며, 자기 자신과 자신의 결정에 만족한다는 것을 분명히 했다."
2a451ff1d82b440dec82b253a70bb4e7,A primary school teacher is helping students to understand fractional parts by using what she thinks is a commonplace reference.,한 초등학교 선생님이 그녀가 평범한 참고사항이라고 생각한 것을 사용해서 학생들이 분수 부분을 이해하도록 돕고 있는 중이다.
c8d9ea7a65eac5240035bc1e2db91f09,Even the slight difference of being unfamiliar with pumpkin pie can serve as a source of interference for the student.,심지어 호박 파이에 대해 친숙하지 않은 상태라는 작은 차이도 그 학생에게는 방해의 원인으로 작용할 수 있다.
d596273d92da4fe7f8f535574bd975e9,Even small differences in cultural knowledge have the potential to affect students' learning.,문화적 지식에 있어서의 작은 차이조차도 학생들의 학습에 영향을 미칠 잠재성이 있다.
594cbf5501fee13ce38da37a921f91eb,In one experiment he told both groups to count the number of pictures in a newspaper.,한 실험에서 그는 두 집단에게 신문에 있는 그림의 수를 세게 했다.
28b41f85b93aa0ecc5cd16d3b726a80a,"At the age of 90, he still performed 60 times a year.",그는 90세에도 여전히 일 년에 60회의 공연을 했다.
a39efda666562ab9483486ad86a7df7a,"Plants and fish have returned, and beaches have been reopened.",식물과 어류는 돌아왔다 그리고 해변은 재개장 되었다.
d34db067159252b81c8c214d54c201d3,"But, because of the sheer size of that market, they can still make a lot of money on it.","그러나, 그 시장의 순전한 크기 때문에 그들은 여전히 그것에 대해 많은 돈을 벌 수 있다."
1da720742ee2e9cde5de41d7e94b8019,① Change is needed in the sales strategy of seasonal goods.,계절 상품의 판매 전략에서 변화가 필요해진다.
bbcdef3a8b492ecf1ee92eaec23b192a,② Use your Imagination in Life as You Did in Your Childhood,네가 어린시절에 그랬던대로 삶에서 너의 상상력을 사용해라
a60c2caaac87acea1e65e5da9999c280,③ Share with Your Neighbors How to Find Joy in Your Life.,너의 삶에서 즐거움을 찾는 방법을 너의 이웃들과 공유해라
8d609bb905f71b05b7cbf4816b8ef3ef,Consumers are generally uncomfortable with taking high risks.,소비자들은 일반적으로 높은 위험을 무릅쓰는 것에 대해 불편해한다.
6380f17b06a9bcb2498020afe61510c0,② Why Are Virtual Artworks So Popular?,가상 예술작품들은 왜 그렇게 인기 있을까?
6cc9534eb6f22730aebbe765ea02bfc5,"In 1865 Mitchell became a faculty member at Vassar College, making her the first female astronomy professor in the United States.","1865년에 Mitchell은 Vassar Colleg에서 교수진의 일원이 되었다, 그래서 그것(그 사실)이 그녀를 미국에서 최초의 여성 천문학 교수로 만들었다."
07ad3dda02c20043f180d046c04e4754,"According to Veblen, these goods must signal high status.",Veblen에 따르면 이러한 재화들은 높은 지위를 나타내야 한다.
316febeeeec838af5527724949c3992a,"A reduction in prices might see a temporary increase in sales for the seller, but then sales will begin to fall.",가격에서의 하락이 판매자들에게는 판매량에서 일시적인 상승을 볼지도 모른다 그러나 그 이후에는 판매량이 하락하기 시작할 것이다.
02c8653879a1f20c12afd93566ec8c7d,"If lobster were as cheap as chicken, we might enjoy it less.","만약 바닷가재가 닭만큼 싸다면, 우리는 그것을 덜 즐길지도 모른다."
17ee9776514cbd697f27ee1cebd71e68,ⅲ Growing signs of global warming .,지구 온난화의 증가하는 징후들
0642ac0368b3ec530aa52b9441390b58,"Kohlrabi is one of the vegetables many people avoid, mainly because of its odd shape and strange name.",콜라비는 대체로 그것의 이상한 모양 때문에 그리고 낯선 이름 때문에 많은 사람들이 피하는 채소들 중 하나이다.
9c48485664d2aa771326dc19609d88f4,It is possible that they were encouraged by their Mongol employers to exaggerate the tales of cruelty so that the Mongols appeared more frightening to their enemies.,그들이(기록자들은) 몽골인 고용주들에 의해서 잔인함의 이야기를 과장하도록 권장되었다는 것과 그래서 몽골족이 그들의 적에게 더 위협적으로 보였다는 것은 가능하다.
c053040a3ad6dfcd9385bc41e79199b7,"That is probably the most common solution today, and with every major university and college offering so-called creative writing courses, novelists and poets are continually scratching and scrambling to land themselves a spot.","그것이 오늘날 아마도 가장 일반적인 해결방안이다, 그리고 모든 주요 종합대학과 단과대학들이 소위 창작과정을 제공하면서, 소설가들과 시인들은 지속적으로 자신들을 그 자리에 안착시키기 위해 끊임없이 서로 할퀴고 다투고 있다(분투하고 있다)."
1878bb1b54cb6230033cec3a4e183aed,"However, the battle has not yet been won.","그러나, 싸움은 아직 이기지 못했다."
e179fd2a95ba36f82e60fb1f84d60325,The outrage among Chinese residents and the global media scrutiny impelled the government to address the country s air pollution problem.,중국 거주자들 사이의 분노와 세계적 미디어의 정밀 조사는 정부가 국가의 공기오염 문제를 다루도록 재촉했다.
771bdb735bc95eaf4066efa4f6141dbb,Over 30 million people voted in the referendum.,3천만명이 넘는 사람들이 그 총 선거에서 투표햇다.
e6c9a6ff01f2f2ce620a5d523aee07d7,The difficult task is to know which will actually take place.,어려운 일은 어떤일이 실제로 일어날 것인지를 아는 것이다.
c10c61e8d8de48af289bf7e2e5109048,① for they could be inspired by real things outside the cave .,그들은 동굴 바깥의 실제 사물에 의해 영감을 받을 수 있기 때문이다.
d473f98a80f12f6b826c8b79b9ba9a73,"As an actor, a playwright, and a partner in a leading acting company, he became both prosperous and well-known.","배우로서, 극작가로서 그리고 선두적인 연기회사의 동업자로서, 그는 번성했고 유명해졌다."
3dcf298ceb2209b1a5bf2fd1634dded5,"Meanwhile, unlucky people tend to be tenser and too focused on certain tasks, which stops them from noticing opportunities they aren't explicitly looking for.","반면, 불운한 사람들은 더 경직되는 경향이 있다 그리고 특정한 업무에 너무 집중되어있는 경향이 있다 그런데 그것은 그들이 분명하게 찾고 있지 않은 기회를 알아차리는 것을 막는다."
3c15142012fd463cc0ea8560723924dc,"So, next time you're heading to a party, don't go in with a goal in mind (no matter how much you want to attract someone).","그래서, 다음에 당신이 파티에 향할 때 마음 속에 한 목표를 가지고 들어가지 마라. (아무리 많이 당신이 누군가를 유혹하기를 원한다 해도)"
987af19bed60c3cd7a28ca24e6653f8a,"When the parent cell divides, the resulting two daughter amoebas will be genetically identical to each other and to the original parent.","모세포가 분열할 때, 그로 인해 생긴 두 개의 하위 아메바는 서로와 그리고 원래의 부모와 동일할 것이다."
d0f0f02440b0ddc4b83cd51ed68f6a8e,He was one of the first American poets of international stature to bring the rhythms of colloquial speech into poetry.,그는 시에 구어체 언어의 운율을 도입한 국제적 명성을 지닌 최초의 미국 시인 중 하나였다.
e70d72a920b7857848b1cbc2ef1eff18,How can we teach our children to memorize a broad range of information?,어떻게 우리가 우리 아이들이 광범위한 정보를 기억하도록 가르칠 수 있을까?
4d1bd4f9c51f758411dec936394a4ddd,"The Greek word pankration means ""total power.""","그리스어로 판크라티온(pankration)은 ""전체적인 힘""을 의미한다."
0b44d682e68533771a7dad3db4e43cb2,"The men wore leather straps with metal studs, which could make a terrible mess of their opponents.","선수들은 금속 징이 박힌 가죽 끈을 입었는데, 그것은 그들의 상대 선수들을 끔찍한 엉망으로 만들 수 있었다."
8dbead7cce8f22674db99de50e899581,"While lecturing to his literature class at Ain Shams University in Cairo, a British professor leaned back in his chair and showed the bottom of his foot to the astonished class.",Cairo에 있는 Ain Sham 대학교에서 그의 문학 수업 학생들에게 강의하는 동안에 한 영국인 교수는 그의 의자에서(의자에 앉아) 뒤로 젖혀서 그의 발바닥을 놀란 학생들에게 보여줬다.
236d41649d1272a6d4833c8b36853044,"➃ When it comes to advertisements, we should judge the information the advertisements deliver.","광고에 관해서라면, 우리는 광고가 전달하는 정보를 판단해야 한다."
b5a4eb50c68b501b2e1b041a64c5826f,"However, such a refusal is often viewed as a rejection of someone's hospitality and thoughtlessness in other cultures, particularly when no excuse is made for the refusal.","그러나 그러한 거절은 다른 문화권에서 누군가의 친절에 대한 거절, 그리고 경솔함으로 종종 여겨진다, 특히 거절에 대한 변명이 만들어지지 않았을 때."
ec0a8e6a4b34567154ccff4a78d53018,"We've observed employees turning to one another for help, watching one another to learn more about the machine, and commenting on its poor operation.","우리는 직원들이 도움을 위해 서로에게 의지하는 것을, 그 기계에 대해 더 많이 배우기 위해 서로를 관찰하는 것과 그것의 형편없는 작동에 대해 언급하는 것을 지켜봐왔다."
284a397d232fb87aa4c19e4b30e1f7ae,"Reviews have been ecstatic, but Sesta Motors has been hit hard by the financial crisis.",평가는 열광적이었다 하지만 Sesta Motors는 재정위기에 의해 심하게 타격 받았다.
a1aaec5ba4e36466f1498ea6f877c9f4,"When collecting data, many think it is desirable to minimize the messiness in data.","데이터를 수집할 때, 많은 사람들은 데이터에서의 뒤죽박죽을 최소화 하는 것이 바람직하다고 생각한다."
c22f996747482633aed99d0fcef36bda,"A chain reaction series of crashes resulted, involving three tractor-­trailers and over 60 other vehicles.",세 대의 견인 트레일러와 60대가 넘는 다른 차량의 연쇄 충돌 사건이 생겼던 것이다.
2db448b40065b08d703b5ac16592f825,One unexpected context is sorting.,하나의 예기치 않은 상황은 분류하기이다.
cc2d43f567b835070666844cca2b2a1b,It comes when you pursue and obtain what you want.,그것은 여러분이 원하는 것을 추구하고 얻을 때 온다.
61ff3b69a2679fa01e0437a93dd98a9e,"Success, in contrast, is a feeling or a state of being.","그에 반해서, 성공은 느낌, 곧 어떠한 상태이다."
bfff84ba0c32d97926d0517b62b22317,"Of course, there is no absolute line between general and domain-specific knowledge.","물론, 일반적 지식과 영역 특수 지식 사이에 절대적인 경계는 없다."
6f14ca6db7eb513470b175f7096b9e5b,"The truth is that in the real world, nobody operates alone.",진실은 실제 세계에서 어느 누구도 홀로 일하지 않는다는 것이다.
a1c22169c4d45228dd8a5fb14d08a634,Perhaps the teacher appears stubborn because she's seen the consequences of not trying hard in generations of students and wants to develop self‑discipline in them.,"아마 그 선생님은 여러 세대의 학생들이 노력하지 않는 것의 결과를 보아왔고, 학생들이 자신을 단련하는 법을 발전시키기를 원하기 때문에 완고하게 보였을 것이다."
a955584db454da8712680cf958ed3102,Studies show that narrative feedback on students' performance is better than grades at both promoting kids' self-motivation to learn and boosting their achievement.,연구들은 학생들의 수행에 대한 서술적 피드백이 아이들이 배우고자 하는 자발적 동기 부여를 촉진하는 것과 그들의 성취를 신장시키는 것 둘 다에 있어서 등급보다 더 낫다는 것을 보여준다.
22a022035d321c55fe3ecaefde45f416,"He said, ""Boy, they do know how to make a car!""","그는 “오, 그들은 자동차를 만드는 법을 알더라니까!”라고 말했다."
43f16be1ce91b8f7f2272a208b74be9c,"It is native to India, Thailand, and Vietnam.","그것은 인도, 태국, 베트남 원산이다."
a621133b2fcf512c6a788ecfca71b902,One way you can show children a little special attention is by putting them into your stories.,여러분이 아이들에게 약간 특별한 관심을 보일 수 있는 한 가지 방법은 그들을 여러분의 이야기 속에 넣는 것이다.
cbe3515e357a2eb46f1ee1afbcc517a8,Mythology was an integral part of Egyptian culture for much of its time span.,신화는 많은 기간 동안 이집트 문화의 필수적인 부분이었다.
28ee5888c901359abdff84470bf6feb1,Indian tea scientists have produced a tea-flavored pill that can be chewed or quickly dissolved in hot or cold water.,"인도 차 과학자들이 씹어 먹을 수 있고, 뜨겁거나 차가운 물에서 빨리 녹는 차 맛이 나는 알약을 만들었다."
523dcaf45fb831031113dd2ed310a731,"It may seem improbable that you can make money by selling to people who don't have much, but companies that have actually bothered to try are flourishing.",당신이 많은 것을 가지고 있지 않은 사람에게 팔음으로써 돈을 벌 수 있다는 것은 일어날 것 같지 않을 수 있다. 그러나 돈을 벌려고 실제로 (돈 벌려고) 노력하기 위해 성가시게 하는 기업들은 번창하고 있다.
8ccd02dc96c900cec02f8cc3e36d5fed,"Casas Bahia, a department-store chain, now sells more than five billion dollars' worth of brand-name electronics and appliances to working-class Brazilians every year.",백화점 체인인 Casas Bahia는 지금 매년 브라질 서민 노동자들에게 유명 상표의 전자 제품과 가전 제품의 50억 달러 가치 이상을 판매한다.
5181dd0e5cdf3b102c2fc2577f82d96a,People even think emotions are harmful if they get out of control.,사람들은 심지어 감정들이 통제에서 벗어나면 해롭다고 생각한다.
16bbf7499632eddae3a611c69346a5f1,1) Too much repetition kills creativity .,너무 많은 반복이 창의성을 죽인다.
1c53f452222350d175543ce12750ff68,① Should We Ban Art Reproductions?,우리는 예술복제품을 금지해야만 하는가?
a3774cd2e98b9413fd279720fc2734d6,"At twelve, she aided her father in calculating the exact moment of an annular eclipse.","열 두 살 때, 그녀는 금환 일식의 정확한 순간을 계산하는 데 있어서 그녀의 아버지를 도왔다."
0fb829c9381cc15a0e1620cec304bdaa,"She was talented at playing the piano when young and subsequently trained as a concert pianist, attending the Peabody Conservatory of Music.",그녀는 어렸을 때 피아노 연주에 재능이 있었다 그리고 그 뒤에 Peabody 음악대학교에 다니면서 콘서트 피아니스트로서 훈련 받았다.
8b2daddbd038183826c01192f974932a,"Because the land made travel so difficult, the guest-­host relationship was valued.",그 땅이 이동을 매우 어렵게 만들었기 때문에 손님과 주인의 관계는 중요하게 여겨졌다.
f8b47e5367e56a2860978d3b70a1df14,This more buoyant air then rises and carries water vapor to higher altitudes.,이 더 부력이 있는 공기는 그 이후 상승한다. 그리고 수증기를 더 높은 고도로 옮긴다.
1a918712824dd941bb4ad8dfb28a91b4,There still remained an inch of candle.,여전히 1인치의 양초가 남아 있었다.
c842a9d2bb697eda73300ff7d69b29a2,Much of our information comes from chroniclers of the time who often exaggerated the facts.,우리의 정보 중 많은 부분은 사실을 자주 과장했던 당시의 기록자들에게로부터 나온다.
0b4efd036dbc7ecde0c14ec487240829,"The evolution of a city is like the evolution of the brain: it develops from a small center and slowly grows and changes, leaving many old parts still functioning.",한 도시의 진화는 두뇌의 진화와 같다. 그것은 작은 중심부로부터 발달한다 그리고 천천히 자란다 그리고 변화한다 그리고 많은 오래된 부분을 여전히 기능하는 상태로 둔다.
3f1816e02aa7540b3d57888601aeae24,"So they wheeze along, out-of-date and sometimes counterproductive, but a necessary consequence of our evolution.","그래서 그것들은 구식이 되어가고, 때로는 역효과를 낳음에도 불구하고 계속 힘들게 숨쉬며 있다 하지만 우리 진화의 필요한 결과이다."
1cd702b76c75054cb5580894dde68192,③ for they could drag themselves out into the light of the sun .,그들은 그들 스스로를 태양의 빛으로 끌어낼 수 있기 때문이다.
2a351ceab5f5dbfbc0fbe3532fc78ba2,You move from one pose to another gradually‚ shifting your weight and extending your limbs to challenge your balance.,"당신은 당신의 균형에 도전하기 위하여 당신의 체중을 옮기고, 당신의 사지를 펴면서, 한자세에서 다른 자세로 점점 이동한다."
7210bb02e9fd8a7a7963cb127d9a4f14,"""There are just so many different sounds you can make‚ which makes this instrument just fascinating to me.""","""당신이 만들 수 있는 너무 많은 소리들이 있다, 그리고 그것은 이 악기를 나에게 매력적으로 만든다."""
92822a5391a42aebfb976ffef82402d1,"Volcanologists study volcanoes, at times having to be as close as they can to a fiery eruption.",화산학자들은 화산을 연구한다 가끔 불길이 치솟는 폭발현장에 그들이 할 수 있는 만큼 가까이 있어야만 한다.
364deb5e7800e7529c87b5a8294d2565,"Because I was excited, exhilarated.","왜냐하면 나는 흥분하고, 신이 났기 때문이다."
458a2ff69879ce9446ca9e09911ebba0,"But suppose I had been bored by fishing, then how do you think I would have felt?","그러나 내가 낚시함으로써 지루했다고 가정해보라, 그러면 당신은 내가 내가 어떻게 느꼈을 것이라고 생각하는가?"
2c18e1c98dbd8d1d5f542905d8ee04f0,I would have been worn out by such strenuous work at an altitude of seven thousand feet.,나는 7천 피트의 고도에서 그렇게 고생스러운 일에 의해 지쳤을 것이다.
2c16fc88f881595f8fa1725824dec179,ⅲ it is impossible to register the stimuli at short durations .,짧은 기간에 자극을 기록하는 것은 불가능하다.
69fa339c8d86be29584481fed4a61f69,"These simple facts of life have been recognized for thousands of years and are summarized by the age-old saying ""Like begets like.""","삶의 이 단순한 사실들은 수천년동안 인식되어 왔다 그리고 ""부전자전""이라는 오래된 속담으로 요약되어 있다."
a0d30229a69903a03b91394c9bb59cfb,"During the winter in the northern hemisphere, water evaporates from the ocean and accumulates as ice and snow on the high mountains.",북쪽의 반구에서 겨울 동안 물은 바다로부터 증발하고 높은 산들 위에 얼음과 눈처럼 쌓인다.
fae2b373f22510fd0ea8fbbbd6c80c91,"Imagine wrestling ""Mr. Fingertips,"" who earned his nickname by breaking his opponents' fingers!",상대방의 손가락을 부러뜨림으로써 '미스터 손끝' 이라는 별명을 얻은 선수와 레슬링한다는 것을 상상해보라!
1d2f201ac8063bded1a0d0fad098def1,"""Then,"" said Bolívar, ""I'll add whatever is necessary to this million pesos you have given me and I will buy all the slaves in Peru and set them free.","Bolívar가 말했다, ""그렇다면, 저는 여러분이 나에게 준 이 백만 페소에 필요한 것은 어떤 것이든지 보탤 것입니다, 그리고 저는 페루에 있는 모든 노예들을 사고 그들을 해방할 것입니다."""
98309e2d9a286d51e2d3d4843f5ca3ba,"If you have only one temperature sensor for the whole plot of land, it must be an accurate one; otherwise, it does not provide reliable data.","만약 당신이 전체의 경작지에 대해 단지 하나의 온도센서만 가지고 있다면, 그것은 정확한 것이어야 한다; 그렇지 않으면 그것은 믿을 만한 데이터를 제공하지 않는다."
20089e893e100186ef3e45d1d5083216,"While not truly black, it is virtually transparent, allowing black asphalt roadways or the surface below to be seen through it — hence the term ""black ice"".","실제로 검은색은 아니지만, 사실상 투명하고, 아래에 있는 검은색 아스팔트 도로나 표면이 그것을 통해 보여지기에 “블랙 아이스”라고 불린다."
b06826667a5bab66592daba644f7afd7,People make extensive use of searching images.,사람들은 이미지들을 탐색하는 것을 광범위하게 사용한다.
3909346a1165663f87f3a89d32b61931,"But as well as revealing the secrets of the past, she also firmly addressed the political atmosphere of her present.","그러나 과거의 비밀들을 밝힌 것 뿐만 아니라, 그녀는 또한 동시대의 정치적 분위기에 대해 지대한 관심을 가졌다."
7de6481b6f96bdc1c2102ead2f5452c8,"Perhaps the parents who're boasting of the achievements of their children are anxious about their failures, and conscious of the cost of their school fees.",아마도 자녀들의 성취를 뽐내는 부모들은 그들의 실패에 대해 걱정하고 수업료를 의식하고 있을 것이다.
2766cadac28a4716176ee627d9b132bd,His heart was pounding.,그의 심장은 두근거렸다.
b46873e1303e53943b9813e9afb5444a,"Her mom came in and softly asked her little daughter with a smile, ""My sweetie, could you give your mom one of your two apples?""","그녀의 어머니가 들어와 미소를 띠며 그녀의 어린 딸에게 부드럽게 물었다. “우리 아가, 엄마에게 너의 사과 두 개 중에 하나를 줄 수 있을까?”"
0bac443cc10e14b1285aa54da13a011b,"The more we rely on these personalities and characters to get a sense of ""connectedness,"" the more our brains encode them as ""relevant.""","우리가 ‘유대감’을 얻기 위해 이러한 가상 인물과 등장인물에게 더욱 의존할수록, 우리의 뇌는 더욱 더 그것들을 ‘관련된’ 것으로 암호화한다."
50713a1d963a2f0bbaf2de0a8da8711e,Interactive digital media experiences provide a unique interface between the realm of the biologically based processes of psychology and the silicon-based processes of today's computing machines.,상호 작용하는 방식의 디지털 미디어 경험은 생물학을 기반으로 하는 심리적 과정의 영역과 실리콘을 기반으로 하는 오늘날의 컴퓨터 과정의 영역 사이에 독특한 접점을 제공한다.
5169a416c08143bc23dfcc26f55967e1,"Filmmakers, with the help of production designers, art directors, location managers, and countless other members of cast and crew, insert architecture into their films.","영화 제작자들은 프로덕션 디자이너, 미술 감독, 야외 촬영 감독, 그리고 수많은 다른 출연진과 제작진의 도움으로 자신들의 영화에 건축물을 끼워 넣는다."
fd791acb7bbb5467bc3ad552bf03dca4,"2) Believe in your memos, not your memory .",당신의 기억력이 아니라 당신의 메모를 믿어라.
767279f76291efa13585d3b72d90c57e,④ it is no longer high enough to exclude the less well off .,더 이상 덜 부유한 사람들을 배제할 정도로 충분히 높지 않다
2e4669cd5156557187079a10779110cf,"The old saying, ""picture is worth a thousand words,"" is true.",‘그림 하나가 천 마디 말의 가치가 있다.’라는 오래된 속담은 맞는 사실이다.
ccfaa55037a327e211e5b8e48e9a75fa,"However, concerns have been raised that cookies, which can track what people do online, may be violating privacy by helping companies or government agencies accumulate personal information.","하지만, 사람들이 온라인에서 무엇을 하는지에 대해 추적할 수 있는 cookie가 기업체나 정부기관으로 하여금 개인정보를 축적하도록 도움으로써 사생활을 침해할 수 있다는 우려가 제기되어왔다."
a27fa83346ceb2820c31fb50fa17be97,ⅰ custom rules the law .,관습은 법을 지배한다.
8ba25f70adeac13e629729b0432fbbf8,There is no way for evolution to remove the ancient interior of the brain and replace it with something of more modern manufacture.,진화가 두뇌의 오래된 내부를 제거하는 그리고 그것을 더 최근의 구조의 어떤 것으로 교체하는 방법이 없다.
a8b4e32f15d1cdbca9d07d86e8064452,"A general notion, however, of the relative complexities of the two systems can be obtained by comparing the size of the nerves connecting the eyes and the ears to the centers of the brain.","두 체계간의 상대적인 복잡성에 대한 일반적인 개념은, 그러나, 뇌의 중심부에 눈과 귀를 연결시키는 신경의 크기를 비교함으로써 획득되어 질 수 있다."
f32f4478af3e1dc0ee42033220f73ad3,"Since the optic nerve contains roughly eighteen times as many neurons as the cochlear nerve, we assume it transmits at least that much more information.",시신경은 달팽이관 신경보다 대략 18배 많은 뉴런을 포함하기 때문에 우리는 그것이 적어도 그만큼 훨씬 더 많은 정보를 전달하다고 가정한다.
98a2e303c2b0686eac18973b487d3159,② a requisite for time .,시간을 위한 필수조건
440f07c72f910077fea0ea99b578c259,"But some species have other options available, such as ""playing dead,"" which is also called tonic immobility.","그러나 어떤 종들은 죽은 체하기와 같은 다른 선택사항들을 가진다, 그런데 그것은 긴장성 부동화라고 또한 불린다."
65bb469e4ce5c41ad7d35daed8005765,Children are not being given proper guidelines by their parents.,어린이들은 그들의 부모에 의해 적절한 지침들을 제공받고 있지 못하다.
c3c51f9edc5f514a3760551b8f80904f,"He grew up, had a family, and bought property in Stratford, but he worked in London, the center of English theater.","그는 성장했다, 가족을 가졌다, 그리고 스트레포드에 있는 부동산을 구입했다, 그러나 그는 영국 극장의 중심가인 런던에서 근무했다."
f06ce0107d1f0ad20d7295993f3acb75,"The next day, the Cairo newspapers carried headlines that students had denounced British arrogance and demanded that the professor be sent home.",다음날 Cairo 신문들은 학생들이 영국인의 오만을 비난하고 그 교수가 집으로 보내져야 한다고 요구했다는 뉴스를 날렀다.
9f68d895d28fd279140227d0681429ec,"On closer investigation, it was discovered that regularities exist on all levels and that compliments are in fact formulas.","더 상세한 조사에서, 규칙적인 것들이 모든 수준에서 존재한다는 것과 칭찬들이 사실 공식이라는 것이 발견되었다."
ac89b88b78c9153560d0c2fc673120f9,"What is striking, however, is that of these seventy‒two adjectives only five (nice, good, beautiful, pretty and great) are used with any frequency.","그러나, 놀라운 것은 이러한 72개의 형용사들 중 겨우 다섯 가지(nice, good, beautiful, pretty, 그리고 great)만 매우 빈번하게 사용된다는 것이다."
24c591d4075d174d7c04ef003430ffc4,Attempts to explain the eating disorders emphasize psychological and social factors.,먹는 장애들(섭식 장애)을 설명하려는 시도들은 심리학적이고 사회적인 요인들을 강조한다.
a9a2341688cad3e6555627569218db3a,"In fact, just being the first stimulus in a moderately repetitive series appears to be sufficient to induce subjective time expansion.",사실 적당히 반복적인 연속에서 단지 첫 번째 자극이 되는 것은 주관적인 시간 확장을 유발하기에 충분한 것처럼 보인다.
f804a5ed31ad4d8c6fc7d6a6d87b6e50,"Then, one day I met Jane while I was shooting my first film.",그리고 나서 어느 날 나는 나의 첫 영화를 찍는 동안에 Jane을 만났다.
ec1d9800960d8f2884041827f1ae6166,It seems that no barriers exist to an individual with the skills to perform a job.,직업을 수행할 수 있는 기술을 갖춘 개인들에게 장벽은 존재하지 않는 것 같다.
b37aa25eaf833e9f881ad0730fcbb150,"We attach too much likelihood to spectacular, flashy, or loud outcomes.","우리는 극적이고, 눈에 띄고, 요란한 결과에 지나치게 많은 가능성을 부여한다."
3dd7e8a3359b10244efc9873aa4ea3c5,"At that time, knowledge about letter sounds was specific to the domain of reading.","그 당시에, 철자 소리에 관한 지식은 읽기 영역에 한정되었다."
e4925c9ff76033ac042aaa3db6d053c6,People who don't communicate openly are private individuals who may have difficulty discovering themselves fully.,개방적으로 소통하지 않는 사람들은 스스로를 완전히 발견하는 데 어려움을 겪을지도 모르는 사적인 개인들이다.
4c30de46f38fc4ca8c796547936b064c,"In contrast, situational explanations can be complex.","반대로, 상황적 설명은 복잡할 수 있다."
7f93551cc36a9ded985acc4d9741e373,The employees decide what type of coverage they want and the cost is deducted from their bonus.,"직원들은 그들이 어떤 유형의 보장을 원하는지를 결정하고, 그 비용은 그들의 장려금에서 공제된다."
bbbbb6f647dadb7e842ce2e3cb8c9143,"This error in perception was actually an advantage, leading people to get what they needed.",이러한 인식의 오류는 사람들이 자신이 필요했던 것을 얻도록 이끌면서 사실상 이점이었다.
