sentence_id,sentence,answer,label
0dd15984af6143b6e5f2d37ebccab691,I began to get a pretty good sense of your father the first time I came to visit you at your house.,처음 너의 집에 방문했을때 너의 아버지에 대해 좋은느낌을 가졌다,1
b798a4f0ecc445439c3fa63a75a4dbe1,"➁ As a doctor, William Carlos Williams tried to find the time to write.",의사인 윌리엄은 글을 쓰려고 노력했다,1
44adee35146994c5f5cb903c7a39a091,It was just one important factor: did the candidate appear to be a pleasant person.,후보자가 즐거운 사람으로 보이는지는 중요한 요소임,1
380993e0c27ab5aaa18159396067b8de,"ⅲ It is ability that counts, not personality .",중요한 것은 개성이 아니라 능력이다,1
85c84376eeedf8a60c5af59822bdf978,① a sufficient one in itself .,그자체로 충분한것,1
19641a9daa5bff500f2212c3b079b1f3,④ luck is the most precious asset for a person .,행운은 사람에게 가장 귀중한 자산이다,1
5615a17dfdac5c9e18a24a2d46cdada9,ⅳ people develop a liking towards stimuli that are familiar .,사람들은 익숙한 자극 쪽으로 선호를 발전시킨다,1
7f7221c0ef7b8cbdbdfcc42853bf7193,"Bolívar accepted the gift and then asked, ""How many slaves are there in Peru?""",볼레로는 그 선물을 받고 얼마나 많은 노예들이 페루에 있나요? 라고 물어보았다,1
be8246ce8f7fcb561183bd2381a698a3,But what this means is that the evidence is based on just the personal opinions from a small sample with no objective measurement of their skin's condition.,하지만 그 증거는 그들의 피부상태를 객관적이지 못한 단순한 예들로 단지 개인적인 의견에 기초한다는 뜻이다,1
62a3bbf0f15b9439fd513c9f8b73670c,"According to the study, the species is thought to have been primarily a tree-dweller.",연구에 따르면 그 종은 주로 나무에 사는 것처럼 보여진다고 생각되었다,1
b35d01cf7657d13aa016333f8b7060cc,Its extremely long forearms and short hind legs suggest it spent its time dangling from trees like modern orangutans.,이 극단적으로 긴팔과 짧은 뒷다리는 현대 오랑우탄처럼 매달리는데 시간을 썼다는 것을 암시한다,1
30ef1190e975244afd7adb9f0ed01e8a,And what is being copied can be as important as the fact that it is being copied.,복사되는 것은 복사되는 사실자체보다도 중요할 수 있다,1
00bd153fc03ca0ff197db37559ace5c0,"Although it seems a luxury, in fact, the poor use it to stave off hunger.",비록 이것이 사치스러워보여도 사실 가난한 사람들은 이것을 허기를 달래는데 쓴다,1
f9d1f3c2f1b18da68c9a2c00a2c2acca,"According to this view, the greater the species richness, the less critically important any single species should be.",이 관점에 따르면 풍부한 종이 더 많으면 단일 종이 덜 중요해진다,1
d385dc17a6e0f96b487fae6c309d1b1f,"But now, more and more farmland is being sacrificed in developing countries with hungry populations, calling into question the future role of the car.",하지만 갈수록 더 많은 농지들이 개발국가의 갈망하는 인구들에게 희생되면서 차의 미래적 역할에 대해 의문이 제기되었다,1
dbfc1ade5af4c01b0160734230b8794c,The increasing number of boys with anorexia in the U.S. may be related to a growing emphasis on a muscular male physique that features little body fat.,미국의 증가하는 거식증의 소년은 작은 몸의 특징보다 근육질 남자 체격을 성장할수록 강조하는것에 관련이 있다,1
0af939e1e84499ba1b65a2d426f1e4d2,Simply asking people to estimate the length of time they are exposed to a train of stimuli shows that novel stimuli simply seem to last longer than repetitive or unremarkable ones.,일련의 자극들에게 노출된 시간의 길이를 측정하기위해 사람들에게 요구하는것은 새로운 자극은 반복적이거나 일상적인 것에 비해 더이상 길지 않다는 것을 보여준다,1
ffc2b6c905a2e2194ed233802c293f2b,"That's because success and achievement are not the same thing, yet too often we mistake one for the other.",성공과 성취는 같은 것이 아니지만 우리는 오해한다,1
007f803f0e0191d2d90c7cd903474dc3,Having an adequate farming system helps farmers overcome long-­term droughts.,적절한 농업 시스템은 농부가 가뭄을 극복 하도록 도울 수 있다,1
20f3ca42fcbaab21af59aa2f39ed72c4,You may be wondering why people prefer to prioritize internal disposition over external situations when seeking causes to explain behaviour.,너는 누군가의 행동의 원인을 찾을때 내적인 기질을 우선시 하는지 궁금하게 될 것이다,1
0e9278bf2e8e07fe24fadf10b59e1643,"It is a leaf­losing species that requires an annual dry season, so it is not found in the true rainforests.",그것은 건기를 요구하기에 우림에서는 찾을 수 없다,1
2019b26eed29cd59aabf179b7aefa099,"This means our brains can be tricked, and the irony is that we are complicit in the deception.","이로인해 우리의 뇌는 함정이 될 수도 있고, 우리는 속임에 공범이 된다",1
3b22141ec94ad866cc306e6b26b4edb7,Conserving habitats prevents environmental issues that arise from ecosystem disruption.,주거지 보호는 생태계 파괴의 문제들을 막는다.,1
703e2cfe028a0b84d458313f14f6b0c9,The inventors at the research center say that it peps you up just like a traditional tea.,연구센터의 발명가들은 너를 차를 마셨을때 처럼 활기를 띠게 만들것이라고 말한다.,1
a1a512e17f1e1eddb2c9cad27b3e7714,① Broaden Your Experience Through Diverse Hobby Activities,취미활동해서 경험을 넓혀라,1
5de1014a11d3437716d0fc0736a5c5ca,Another such response is defensive burying: Rodents will use their paws and head to shovel dirt toward an aversive stimulus.,또 다른 방어로는 묻기가 있다 . 그것은 설치류들이 그들의 발과 머리를 사용해서 싫어하는 자극쪽으로 먼지를 파내는 것이다.,1
9fd507ccfb4c1801884c1c9a13d550c4,"Other behavioral options include making loud noises, retreating into a shell, rolling into a tight ball, choosing to live in a predator-free area such as underground, or relying on safety in numbers by living in a group.","다른 행동의 선택들은 큰소음내기, 후퇴하기, 둥글게 말기, 지하도와 같은 육식동물에게서 자유로운 지역에서 살기, 집단에서의 수적인 안전함에 의지하기가 있다",1
f8e234001901563df81c1918d3aef489,"Let me prove to you that all people are potential geniuses, with brains designed to store, control, and remember large amounts of information through memorization by repetition.",내가 모든 사람들이 많은양의 정보를 저장하고 제어하고 기억하도록 만들어진 뇌를 가진 잠재적 천재라는 것을 너에게 증명하겠다,1
51c44b30635a96ab1aec5af705923fd6,"The store is organized by category, and you have shopped in the store repeatedly.",상점은 분류대로 정리되어있고 너는 여러차례 쇼핑했다,1
3d89326dfeedf1c1282b9b41b19a7b37,4) Repetition and categorization:The key to memory,반복 그리고 범주화 : 기억하는 열쇠,1
6eb384e48be3141e9ba3601175af1955,② A bad workman blames his tools .,서투른 노동자가 그의 도구를 탓한다,1
6d30ab471f707990183d762dfee0c52f,Lobster hasn't always been a high-end product.,바닷가재 항상 귀한 것은 아니다,1
07a6953133470952616230d14a3d2df3,"And, as with many luxury goods, expense is closely linked to enjoyment.",사치품들과 마찬가지로 비용은 즐거움과 연결된다,1
84f91854a4660b5708715d2fe468483d,An updraft may start over ground that is more intensely heated by the sun than the land surrounding the area.,상승기류는 태양에 의해 열을 받은 땅에서 시작할지도 모른다,1
adcda2a47665001ee40334e5618b4f56,"This kind of writing not only indicates a strong writer, it also helps the agent immediately get a fix on the plot.",구체적인 글은 실력있는 작가를 나타내고 줄거리에 대한 분명한 이해를 얻도록 도움,1
b55c4e885659b71a9c09d16074f9993a,"Some of the research on BPA shows that it is linked to a higher risk of cancer, heart disease, and obesity.","연구의 일부는 캔음식이 암,심장병,비만의 높은 위험에 연관되있다는 것을 보여준다",1
9f3390eb3e9bc9e736b4b65751ccfb33,"In the early 1900s, few cancer patients had any hope of long-term survival.",1900년대 초반에 암환자들은 오랜기간 생존 할 수 없었다,1
499c7040dc3da9903702de124e257859,② we get a good night's sleep and a hearty meal .,우리는 좋은 잠 그리고 따뜻한 음식을 얻는다,1
644251c94b07b43e7ae715161bd4ee5b,"As most people know, Japanese alphabets look like drawings and are called ideograms.",대부분의 사람들이 아는대로 일본문자는 그림처럼 보이고 표의문자라고 불린다,1
a6ac6bd133ebbfafb17caa4192493670,The best way to deal with environmental problems is to prevent them from happening.,환경 문제 다루는 최고 방법은 예방이다.,1
2097262371f6dc0b8968d9946526b998,"Ester leaped from her bed with delight, dashed into the living room, and shouted, ""Mom, come here.",이스터는 거실을 지나쳐 그녀의 침대로 기쁜마음으로 달려가 여기로 와보세요 엄마 라고 소리쳤다,1
a2891aa818012f3d6f221fd3945b73bd,"""And how much does a slave sell for?"" he wanted to know.",그리고 노예들을 얼마나 팔수 있는지 그가 알길 원했다,1
dd35d0cdcc3650faba3f8739904f5fcd,"The nutritionists scored those substances, even though, as science author Gray Taubes observes, there's not evidence of a casual link to the notion that more than the recommended consumption of saturated fats triggers death in anyone ""not already at high risk of heart disease.""",비록 영양학자들이 이물질에 대해 저명한 과학자 그레이 터부처럼 기록하더라도 포화지방의 소비를 더 추천하는 것이 누구나 심장병의 고위험이 되어 죽음을 유발한다는 생각하게 되는 증거는 아니라고 관찰한다,1
9f021276882653cacf1242d7196541c6,"What an Indian eats depends on his region, religion, community, and caste.","인도인들의 식사는 그의 지역, 종교, 사회, 카스트제도에 의존한다",1
d5d2f55dd07f45ca2185fb1a4e702d24,"Achievement is something you reach or attain, like a goal.",성취는 도달하거나 얻어야 하는 목표와 같은 것이다,1
b9e926e6ea7c492281aef2b251345b3c,"Since 1990, motorization rates have stayed the same and carbon dioxide emissions from transport have fallen, despite strong economic growth.","경제가 크게 성장했음에도 불구하고 자동차화의 비율은 유지됬고, 탄소 방출량은 감소했다",1
78fd4a64763c9e272d381935a5cb4c9c,"For more than 15 minutes, these paid hand­clappers made the place ring with their enthusiasm.",15분이 넘는 시간동안 그들은 박수를 쳤다,1
81e3b687734a6d9a55946b848e4d5845,"Even though the design, activities, and membership of social media might change over time, the content of what people posted usually remains intact.",여러 요소들이 시간이 지남에 따라 변화할 지도 모르지만 사람들이 게시한 글의 내용은 그 상태 그대로 보존된다,1
b39cf23f7ed1a89b2e8aad5b12f46a3e,"In reading, crashes happen when your reading speed is not appropriate for the type of book you're reading.",책의 종류와 다른 속도로 책을 읽는 것은 독서에서 문제가 생긴다,1
46a16678ba886a425ab7b6c79a1639e0,"Moreover, new systems of gathering weather information are helping farmers with crop management.",날씨 정보를 모으는 시스템은 농부들이 농작물 관리하는 것을 돕는다,1
70da008f7be132eb4ab5f8f6fb44a658,"Not only Ethan, but many of the other children, too, found that occasion meaningful and exciting.",많은 아이들이 그 순간을 의미있고 흥미롭게 느낌,1
9934b0ba908f3a0f89de4d9e094a3c2d,One person in a pair is given some money ― say $10.,둘중 한사람 10달라 받음,1
b4b16e527acb407bf723acf804a6572d,"At age nine, he played first violin in the orchestra of Bergen's theater.",9살에 그는 Bergen의 연주장에서 첫번째로 연주했다.,1
2caf2e407100519d0998fe61dff0e316,The typical scenario in the less developed world is one in which a very few commercial agriculturalists are technologically improved while the vast majority are incapable of competing.,개발도상국에서 대다수가 경쟁할 수 없는 농업인들이 경쟁 못하는 동안 소수의 농업인들은 기술적 이득을 보고있다,1
f5f340276e1378a8323c5455f7d2da39,④ It is advantageous to buy goods or services off-season.,시즌오프에 상품이나 서비스 제공받는게 이득이다,1
43b2bbcffe5218609c2913d2ec6fc69b,They played an important part in our evolutionary history and helped us survive.,그것은 우리의 생존과 혁명 역사에 도움을 줬다,1
786c9c0db61447e8ab40ffcfd53dcf18,"As a result, they are usually motivated to use a lot of strategies to reduce risk.",그 결과 그들은 위험을 줄이기 위한 전략을 사용하도록 동기부여 받는다,1
505bdcc0065b51df3a0e0d3b6a64897c,"You often remember a person's face but not his or her name, for example.",종종 사람의 얼굴은 기억해도 이름은 기억 못한다,1
41809dec4ecc76dad32e499587314340,Character is allergic to tyranny irritable with ignorance and always open to improvement.,인격은 무지에 민감한 폭정을 싫어하고 발전에 항상 열려있다,1
02b48d6ecf8af242628564eef96b7093,"The first day I came to the house, the ramp was ready, built with his own hands.",내가 집에 갔던 첫 날 그의 손으로 지은 경사로는 준비되어 있었다,1
9a177c5cee6c84432fb3435f102729d4,Crime control is one of the most difficult and controversial subjects in sociology.,범죄 통제는 어렵고 논란이 많다,1
ed2bd9d96735516c9bc923467e9e97bf,"On June 23, 52% of voters chose ""Leave the European Union.""",52%의 투표자들이 유럽연합을 떠나자고 선택했다,1
b81f625d3c9d9c249f189246f2b50a88,ⅲ 52% of voters wanted the UK to leave the EU .,투표자들의 52%가 유럽연합을 떠날 것을 원했다,1
7ef69cb2c9890346a07d5502e3fd4631,The Butterfly Defect addresses the widening gap between systemic risks and their effective management.,나비 결함은 전체에 영향을 주는 위험과 그들의 효과적인 경영사이에서의 넓은 차이를 다룬다,1
5bc9284a20d74fb8a57124d535b6ad4d,③ a tolerant one of others .,다른 것들에대해 관대한것,1
84f91854a4660b5708715d2fe468483d,An updraft may start over ground that is more intensely heated by the sun than the land surrounding the area.,상승은 땅보다 해에 의해서 열이 더 올라 시작할 것이다.,1
932d62221b3d114237f7f215c7e2e831,"The air in contact with the ground heats up and thus becomes lighter, more buoyant, than the air surrounding it.",공기는 땅과 반대방향으로 올라서 더 가볍고 더 위로 뜰 것이다. 그 주변의 공기보다,1
f5182ddc778c3bd047d2ea3ad8a5190f,"Some 30 years on, the scientific ""consensus"" has flipped, and saturated fats aren't so terrible any more.",30년동안의 과학적 합의는 뒤집어 졌고 포화지방은 더이상 해롭지 해롭지 않다,1
fb037e269320ad6339c24d2a8b55b43e,"But even if the Speedking turns out to be a one-hit wonder, it's been an exciting electric ride.",스피드킹이 유일한 성공작품이라 판명되더라도 이것은 흥미로운 전기 자동차이다,1
60f22e0b6b04ba24854aae33a8599da9,"The horizontal form was more common, and because scrolls could be quite long, a scribe would typically refrain from writing a single line across the entire length, but instead would mark off columns of a reasonable width.",수평적인 형태는 일반적이고 두루마리는 쾌 길기 때문에 필경사는 전형적으로 전체길이를 단독줄로 그어서 쓰는것을 금지했고 대신 합리적인 길이로 세로줄로 표시했다,1
15a0c670331fafae08df9a42a2484200,Many people who achieve great success don't always feel it.,성공을 해도 그들은 항상 성취를 느끼지는 않는다,1
4b0995943dc310627aac1b569bde173d,These people constantly communicate with others and make an impact on them.,이러한 사람들은 다른 사란들에게 자주 이야기 하며 그들에게 영향을 끼친다,1
172936b0fa97b1285e4a56e7c9d1e7d6,"She was smiling and nodding, urging him on with her wide eyes.",그녀는 그를 격려하면서 웃고 있었다,1
1bc599ad49c2758cb15c8be98c664bf5,It's not a magic number.,그것은 의미가 있는 수는 아니다,1
2040c76c33718a2adeb5ef81a5bb43f2,"When perfect preservation is possible, time has been suspended.",완벽한 보존이 가능할 때 시간은 중단되어 있다,1
58768a6176165106dc856d0ac7b6786e,The slightest accidental tap of the finger can send an otherwise everlasting document into nothingness.,손가락의 두드림은 영원히 존재했을 수도 있을 문서를 무의 상태로 보낼 수 있다,1
f221af6aaa5332728dbb7c910baa31e0,"The wood of teak is particularly attractive, having a golden or reddish brown color.",티크는 금색과 갈색을 띄는 붉은색을 가지고 있어서 매력적이다,1
35a5c295e3a7536f34500182561f80a5,"In the early 2000s, British psychologist Richard Wiseman performed a series of experiments with people who viewed themselves as either 'lucky'(they were successful and happy, and events in their lives seemed to favor them) or 'unlucky'(life just seemed to go wrong for them).",영국의 심리학자는 자신이 운이 좋다고 생각하는 사람들과 그렇지 않은 사람들을 실험함,1
5eecf1ac5226865045ec657c0bdf187f,"Soon after the video began, a line formed outside the restaurant.",비디오가 시작 된 후 식당 밖에 사람들이 줄을 섬,1
8e10bf851886296e02dba3af9cd53607,But basketball games are not won on such criteria as pretty or ugly.,농구 경기 승패의 기준은 골이 어떻게 들어갔냐가 아니다,1
c2eef888fc804d4866457f55e9695008,"Why does the ""pure"" acting of the movies not seem unnatural to the audience, who, after all, are accustomed in real life to people whose expression is more or less indistinct?",왜 영화의 순수한 행동이 실제 생활에서는 표현이 불분명한 사람들에게 부자연스러워 보이지 않는가,1
9806551bfe4b35326d524e8b2c23b690,"The result is that a staple crop, such as maize, is not being produced in a sufficient amount.",옥수수같은 중요한 농작물들이 충분하 생산 안됨,1
a6ac6bd133ebbfafb17caa4192493670,The best way to deal with environmental problems is to prevent them from happening.,그 문제들의 발생을 막는것이 가장 좋은 방법이다.,1
7630f136aca170dc6d4a9bf3409586bc,Restoration reverses damage to ecosystems.,회복은 생태계의 손상을 되돌려 놓는다,1
f4220b73dfc5cff1f5e83c842a1b2781,The buildup of waste caused outbreaks of disease.,쓰레기의 증가는 질병의 원인이 됐다.,1
d726aee0f1cc4d65b98d43730b326f2b,As his interest in food preservation grew he began to experiment with storing food in sealed champagne bottles.,그는 샴페인병에 음식을 저장하는 실험을 했다,1
587779b448d0b4e5e83f4fdbc09c346e,Early humans communicated their ideas and experiences to others for thousands of years by drawing pictures in the sand or on the walls of their caves.,인간은 수천년동안 모래또는 벽에 그림을 그려서 생각과 경험을 전달했다,1
dd9996c8da655bce6e82e9dcf0ad2721,What kept all of these people going when things were going badly was their passion for their subject.,어떤 것이 안좋게 갈때 사람들이 계속 진행하도록 유지시킨 것은 그들의 열정이다,1
be66669c59aa33311cf06d19bc7b4640,Real estate sites tell their visitors about new properties that have come on the market.,재산 사이트는 방문객에게 새로 나온 부동산에 대해 말한다,1
c10f44d83ac1dbf723a57231a824b96f,4) What character means .,인격이 의미하는것,1
44b613e34a572929702160cd5d736ee3,Those candidates who had managed to ingratiate themselves were very likely to be offered a position; they had charmed their way to success.,그들의 환심을 샀던 후보자들은 성공을 위해 매혹해서 자리를 제공받을 가능성이있다,1
94e9bfdd259df692d914eb10d042c512,ⅱ More qualifications bring better chances .,많은 자격증이 더 좋은 기회를 가져온다,1
fe44d5522d018cc011b9985dba7f803f,"Artists do not create merely for their own satisfaction, but want their works recognized and appreciated by others.",예술가들은 그들 자신의 가쁨을 위해서 창조할 뿐만 아니라 그들의 작품들이 알려지고 인정받기를 원한다,1
14482e1352cd3655127ba8136d8e51d9,"In the experiment, the duration of exposure to each ideogram was deliberately kept as short as 30 milliseconds.",실험에서 각각의 표의문자에 노출의 지속은 의도적으로 1000분의 3초만큼 짧게 유지되었다,1
5de1014a11d3437716d0fc0736a5c5ca,Another such response is defensive burying: Rodents will use their paws and head to shovel dirt toward an aversive stimulus.,또 다른 방어는 방어적으로 묻는 것이다. 설치류는 발과 머리를 사용해서 먼지를 털어 혐오하는 자극을 향해 사용할 것이다.,1
c026b122ed5e6fea60195658fd00e0ff,"Soon after, Simón Bolívar, the general who had led the liberating forces, called a meeting to write the first version of the constitution for the new country.",곧 시몬 볼레라는 자유를 이끄는 세력의 수장인 장군은 새로운 나라의 첫번째 구성으로 쓰여진 회의를 가졌다,1
40f58c1cb3cc0d59d07d392d0972c9cb,And that's what the feedback from your body is able to give you.,피드백은 너의 신체로 부터 얻게 된다,1
6fc3ebe6bd1b7e9ac2e52d9cc7bed2c4,"When you were first learning to read, you may have studied specific facts about the sounds of letters.",너는 읽기를 배웠을 때 글을 읽는 법에 대해 배웠을지도 모른다,1
accefd8501ebb7b6cf5835c256fde5db,The other lasted sixteen.,다른 것은 16초간 지속됨,1
b8414d2c6403ded14fcf16e8821db618,She continues with an explanation of parts.,그녀는 내용의 설명을 계속했다,1
b1c9885e0d25c6b207fdb82920115995,"They focused on a specific goal, and failed to notice that other options were passing them by.",그들은 구체적인 목표에 초점을 두지 다른 것은 지나친 다는 것을 알아차리지 못한다,1
3ae0622367d0acb25b1622131c855f15,"Tea, therefore, supplements the basic needs of the nomadic tribes, whose diet lacks vegetables.","유목민들의 식단에는 채소가 부족한데, 차가 그 역할을 보완한다",1
d5b8070743b2c0ade9dfa017ac68751e,"Their large round yellow eyes, with dark pupils wide enough to let in small amounts of light in darkness, are one of the first things we notice about them.",그들의 크고 둥근 노란 눈은 우리가 어둠 속에서 그것을 알아차리는 요소들 중 하나이다,1
85114494674fe7cd7524a55dce23aee6,The combination of demand from a growing mass leisure class and regional development opportunities has driven similar transformations in many of the world's mountain landscapes for the purpose of recreation and tourism.,늘어나는 여가 수업과 지역 발전의 기회는 여러 나라 산림경관에 비슷한 변화를 가지고 옴,1
4d328d53018094481ac14d9d89b07a35,The difficulty lies in the nature of the data that supposedly define different national characters.,국민성이 각기 다른 어려움이다.,1
51bbb52a2e3827ac28a0f51a2f175e50,"For example, the yellow-bellied sea snake has bright, splashy colors that tell predators not to try anything.",바다뱀의 노란배는 포식자들이 아무것도 시도하지 못하게 말한다.,1
ad6cc72a3307d3b2f6510aa81986fa88,④ ways of expressing emotions in different cultures .,다른 문화권들의 감정 표현의 차이,1
163ef68c880f6d92af2d55cef09cd59b,Think back to when you were a kid.,당신이 어린시절로 돌아간다고생각해봐라,1
f22962feaa59fdc54c25231a1fade271,② impacts of survival strategies on species evolution .,진화 종류에 따른 생존 전략의 영향,1
bf25b83a75d97f2b081537de5b35fa4c,She graduated from Stanford University in 1977 with a degree in chemical engineering and Afro­American studies.,그녀는 1977년 스탠포드 대학에서 학위를 가지고 졸업함,1
feb4ec877db283f0788da306831a48c2,"A true Veblen good, therefore, should not be noticeably higher quality than the lower-priced equivalents.",다른 같은 물건보다 베블런의 상품이 더 질이 좋은건 아닐 것이다,1
e20222ce5e054b604058f26930a3f078,ⅰ an exaggerating storyteller .,과장하는 작가,1
e1f4efce4f1c2c7af86f2e01a09a1ee5,"If you have the facts, use them.",사실을 알고있다면 사용해라,1
a0d97d689ba1fbcd9bebd391a708a38b,"It took Sheba, female chimpanzee, several years of trial and error before she could master the digits 0 through 9.",침팬지가 0에서 9까지 숙달하는데까지 몇년이 걸렸다,1
02841933605f86f427d32ed8f2b0bdd3,"We do know that new technologies will bring both dividends and problems, especially human, social problem.",우리는 새로운 기술들이 인간적이고 사회적인 문제들과 이익을 야기할 것이라는 것을 정말 안다,1
b91b79587cdcc00479dd4f0463714fc8,"Nevertheless, when participants were shown two sets of alphabets, one to which they had been previously exposed and another to which they hadn't, participants reported greater liking for the former even though they couldn't recall seeing them!","그럼에도 불구하고 참가자들이 이전에 노출되었던 하나 , 노출되었던 적 없는 다른하나 , 문자의 두세트를 보여졌을 때 참가자들은 전자에 대한 더 큰 선호를 기록했다",1
ec3fc9fd6802c826f040b5fbb0ef00a1,"Yet he was quick to add that for the Black poet, escaping consciousness of race was impossible, and Cullen was always in some way writing about being Black.",그는 인종차별에 대해서 인식 변화 불가능을 인식하고 흑인 시인 처럼 글을 써왔다,1
309dc030cb285493f893142e60c1d6e4,"It was not seen in the 17th and 18th centuries, when the ideal of the female body was a plump corpulence.",17세기에서 18세기에는 보여지지않았다 그리고 그때는 여성의 몸은 포동포동한 비만을 우상화 했다,1
6d2c8af5a84696c3d6dae766b59cf6f3,An unbelievable peace overrode my emotions.,평화는 나의 두려움을 없앴다,1
94b323c2e3a81c1830d9ca924992dbe5,"Then, if one person has a family with two small children and wants to use some of this money for a child-­care program, the costs are automatically deducted from that employee's pool of money.",직원이 그들의 아이돌봄 프로그램을 위해 돈의 일부를 사용하고자 하면 그 직원의 돈으로 부터 사용 될 것이다,1
eb6d0bd65aa27c4d00cbd620fd5d4abe,"In fact, he even played with the Berlin Municipal Orchestra for a while.",그는 오케스트라와 한동안 함께 연주했다,1
2271bed2ea8b16b91c28bbe1f2917900,exclaimed the king.,왕이 말했다,1
591d142422453a5efcab0502560a863c,"An announcer might comment on what an ugly shot that was, and she would be right.","아나운서는 그 슛이 예쁘지 않다고 하며, 그녀의 말은 옳을 것이다",1
b2d059aa8f96284440ec7462073952cc,A manuscript is a unique and unreproducible object.,필사본은 희귀하고 재생산 못한다,1
4c58110f9bdb0e91d1d070a42629d5a5,"Like freezing, this behavior can help prevent attack, but whereas in freezing muscles are contracted and poised to be used in fight or flight, in tonic immobility the muscles of the body are relaxed.",움직이지 않는것과 같은 죽은척하기는 공격을 막을 수 있다 . 그러나 움직이지 않기에서 근육이 싸움 또는 도망에서 사용되기 위해 수축되고 태세를 갖추는 반면에 긴장의 부동화(죽은척하기)에서 근육은 진정된다,1
8f3996b53b79f0c416b7dd1de0cd5c23,ⅳ Safe Purchase: What Consumers Pursue Eagerly .,안전한 구매 : 소비자들이 간절하게 추구하는것,1
c98dcdf59172f7b130e6f42769acc971,"Intelligence, in this sense, is taking things for granted as they are, making combinations which have the purpose of facilitating their manipulation; intelligence is thought in the service of biological survival.","지능은 사물들은 있는 그대로 여기고 그것들의 조작을 가능하게 하는 것의 목적을 가지는 조합을 만들면서 생체학적 생존을 위한 것으로 여겨짐 (지능은 사물을 있는 그대로 받아들이고 다양한 방식으로 사용함 ,지능은 생체학적 생존을 가능하게 함 )",1
355e49688fedcb11fee571566cc815df,"Reason is not without a function, but its function is not to further physical as much as mental and spiritual existence.",이성의 기능은 정신이나 정신적인 존재만큼 물리적인 것을 발전시키는 것은 아니다,1
51315bfdaef5e2db0274a87acd6b8efb,ⅲ Limits of Mathematical Competence of Chimpanzees .,침팬지의 숫자 능력의 한계,1
a35468489962cbbe0d82b80832ed863c,② you had better say your personal interests .,당신의 개인적인 관심사를 말하는 것이 더 좋다,1
ad84273cfff6fb8ff12da76a245d99f7,"On June 23, 2016, a historic referendum took place in the United Kingdom (UK).",영국에서 역사적인 국민투표가 일어났다,1
791154be15fe658a5ac402fe5bf46863,① work out reasonable scenarios for the future .,미래를 위한 합리적인 각본을 생각해내다,1
db37cbfd138e390b6f2bf3cc959a20a4,They accept the inevitability of passing feelings.,감정을 그대로 받아들인다.,1
be66669c59aa33311cf06d19bc7b4640,Real estate sites tell their visitors about new properties that have come on the market.,부동산 사이트는 부동산 정보를 고객에게 알려준다.,1
cc859b5ce56b86f618f1a5dcc83c8b67,"In contrast, if you have a sensor for every square meter of land, incorrect data from a few sensors will not cause any problem.",반대로 만약 너가 땅의 모든 정각 미터마다 감지기를 갖고있다면 몇몇 감지기의 부정확한 데이터는 문제를 일으키지 않는다,1
7ea25ed7dbfa8b76ad5f438e481e8bc9,"For some people, there is an irony to success.",몇몇은 성공에 대해 의문이 있다.,1
69e31db22d5af6253bbd5cae95f20b21,"If you were a robot, you'd be stuck here all day trying to make a decision, with no obvious way to trade off which details matter more.",너가 로봇이라면 결정을 내리기 위해 하루종일 시도했을 것이다,1
f18c28e01da8fcecb99f0f6f85a36af3,"""What can I do for you?"" asked His Majesty.",왕은 그에게 자신이 무엇을 할 수 있냐고 물었다,1
82a5951db4e8fd956cdf50088aed4e8a,"Perfection actually is possible if you delete ""perfect"" and insert ""complete.""","완벽은 ""완벽함""을 지우고 ""완전함""을 넣는다면 가능하다",1
3fed61807472d7e80dcbe0efec97f8ae,"Rather than individual farmers having to take weather measurements in their own orchards, fields, and vineyards, precise local information is now available on rainfall, temperature, humidity, and soil water content that comes directly to each farmer's own desktop computer.",개개인이 직접 날씨를 측정하기 보다는 정확한 지역 정보는 각 농부의 컴퓨터에 정보가 오기 때문에 여러방면으로 이용 가능함,1
61b4c48f5558ceca4ccaf38a8f17c582,These therapies work because the virtual reality presentation provides perceptual cues similar to the real-world experiences that trigger the physiological stress response.,이러한 치료는 스트레스 반응을 유발하는 실제 세계 경험과 비슷한 지가그이 단서를 제공하기 때문에 효과 있다,1
0f73f99faff719babfe881253912ea62,"Architects, for their part, create not only the structures that appear in films but the structures in which films appear — theaters — and the very infrastructure that supports the film industry.","건축가들은 영화에서 나타나는 장면 뿐 아니라 영화관, 사회기반 시설도 짓는다",1
f475ea147b27fba3e9c06f893607d27e,"The trio of freeze, flight, and fight are fairly universal behavioral defensive reactions in mammals and other vertebrate species.","움직이지 않기, 도망가기, 싸우기는 포유동물과 척추동물종류에서 일반적인 방어행동이다",1
4aa0616da926a06a784e44b950cdfa91,2) How to cooperate with characters .,어떻게 등장인물들과 협력할것인가,1
f07ab907378507b0b33a9dc636c9d94d,"But research published since the 1960s has challenged this assumption, showing that it is actually a highly dynamic structure, which changes itself in response to new experiences, and adapts to injuries ― a phenomenon referred to as neuroplasticity.",그러나 1960년 이래로 발표된 연구는 이 가정을 이의를 제기해왔다. 이것이 사실 매우 역동적인 구조라고 보여주면서. 그런데 이 구조는 그 자체로 새로운 경험에 반응하고 피해해 적응한다 .,1
0d26f8526c8fca15e20697aa985195ea,Petrologists study rocks —what they are made of and where they came from.,암석학자들은 암석이 무엇으로 구성되는지 어디서에서 오는 것인지 연구한다,1
